Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.79,,9.94,,2.31,,1.16,62.43,62.43,1.04
12M 2009,120.58,61.64,127.39,54.83,3.03,5.85,5.92,6.09,1.26,1.23,0.74,0.84,107.37,107.37,1.03
12M 2010,54.26,30.07,70.64,13.69,6.73,4.59,12.14,11.82,2.3,2.3,1.43,1.29,186.07,186.07,1.02
12M 2011,60.95,34.94,96.71,-0.82,5.99,4.79,10.45,8.34,3.36,3.06,1.65,1.44,-32.99,-32.99,0.93
12M 2012,76.11,57.01,115.76,17.36,4.8,4.44,6.4,4.99,3.57,3.54,1.49,1.41,-92.72,-92.72,0.98
12M 2013,80.71,53.18,109.48,24.41,4.52,5.08,6.86,7.55,3.51,3.52,1.5,1.57,-64.42,-64.42,0.96
12M 2014,85.8,41.85,114.15,13.5,4.25,4.83,8.72,8.83,3.12,3.16,1.41,1.46,65.46,65.46,1.04
12M 2015,76.64,47.94,106.69,17.89,4.76,4.39,7.61,7.06,3.33,3.38,1.49,1.46,49.29,49.29,0.0
12M 2016,58.07,59.96,102.81,15.22,6.29,5.78,6.09,7.24,3.69,4.03,1.53,1.57,10.79,10.79,1.3
12M 2017,52.8,49.58,86.39,15.99,6.91,5.05,7.36,7.62,2.62,1.78,1.3,1.02,10.62,10.62,1.26
12M 2018,76.11,58.8,115.31,19.6,4.8,5.36,6.21,4.88,1.81,1.8,0.98,1.01,8.83,8.83,1.3
12M 2019,76.17,91.8,105.7,62.27,4.79,5.58,3.98,3.36,1.64,1.62,0.89,0.89,7.48,7.48,1.36
12M 2020,61.73,105.64,44.15,123.22,5.91,8.3,3.46,4.21,1.25,1.26,0.76,0.84,5.8,5.8,1.91
12M 2021,39.8,54.63,7.05,87.38,9.17,6.61,6.68,6.0,1.36,1.37,0.96,0.92,8.33,8.33,1.55
12M 2022,46.92,46.72,20.54,73.1,7.78,6.79,7.81,8.23,1.42,1.42,1.01,1.02,7.85,7.85,1.78
12M 2023,60.72,41.03,49.82,51.93,6.01,5.79,8.9,7.99,1.57,1.58,1.06,1.05,6.79,6.79,1.78
12M 2024,73.98,33.39,71.13,36.24,4.93,4.67,10.93,10.68,1.79,1.75,1.14,1.12,7.54,7.54,1.59
