Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.19,1.08,1.75,5.89,0.0,0.0,1.36,0.3,4.87
12M 2014,1.26,1.12,1.46,4.72,0.0,0.0,1.12,0.31,3.72
12M 2015,1.35,1.17,0.84,4.57,0.0,0.0,0.49,0.18,3.57
12M 2016,7.18,7.08,0.1,1.44,0.0,0.0,-0.83,0.07,0.44
12M 2017,7.91,7.72,0.07,1.36,0.0,0.0,-0.51,0.05,0.36
12M 2018,7.32,7.11,0.05,1.24,0.0,0.0,-0.02,0.04,0.24
12M 2019,8.74,8.51,0.03,1.21,0.0,0.0,-0.03,0.02,0.21
12M 2020,6.47,6.15,0.02,1.25,0.0,0.0,-0.19,0.01,0.25
12M 2021,6.58,6.41,0.03,1.21,0.0,0.0,-0.24,0.02,0.21
12M 2022,6.36,6.17,0.02,1.16,0.0,0.0,-0.28,0.02,0.16
12M 2023,5.5,5.32,0.02,1.15,0.0,0.0,-0.21,0.01,0.15
12M 2024,4.25,4.08,0.03,1.14,0.0,0.0,-0.15,0.03,0.14
