Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,38.92,,1.19
12M 2014,22.7,13.68,24.84,11.54,16.08,,26.68,,3.47,,1.92,,29.26,,1.26
12M 2015,23.29,16.25,26.34,13.2,15.67,,22.46,,4.28,,1.98,,23.51,,1.35
12M 2016,25.78,14.5,26.91,13.37,14.16,23.94,25.17,59.11,6.44,12.04,1.13,1.49,1.14,1.14,7.18
12M 2017,30.66,13.95,25.74,18.87,11.9,12.46,26.16,24.83,4.61,3.87,0.8,0.79,1.44,1.44,7.91
12M 2018,33.92,17.13,26.16,24.89,10.76,10.76,21.3,20.07,3.44,3.12,0.85,0.85,1.54,1.54,7.32
12M 2019,32.6,17.29,23.77,26.12,11.2,12.84,21.11,24.33,3.36,3.42,0.89,0.88,1.57,1.57,8.74
12M 2020,27.81,22.25,27.74,22.32,13.12,13.5,16.4,12.41,3.45,3.31,0.88,0.87,1.63,1.63,6.47
12M 2021,22.31,20.54,25.54,17.31,16.36,15.85,17.77,18.61,4.56,4.67,1.07,1.0,1.77,1.77,6.58
12M 2022,30.79,19.59,24.62,25.76,11.85,12.99,18.64,21.02,3.41,3.34,0.81,0.84,1.77,1.77,6.36
12M 2023,31.5,17.67,24.04,25.13,11.59,12.19,20.66,23.79,3.17,3.13,0.83,0.82,2.1,2.1,5.5
12M 2024,33.14,17.25,24.16,26.23,11.01,11.79,21.16,22.46,3.07,3.06,0.81,0.81,2.76,2.76,4.25
