Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.77,0.75,6.26,14.52,4.52,0.31,5.08,0.43,13.15
12M 2011,0.51,0.51,1.33,3.17,0.0,0.0,1.19,0.42,2.07
12M 2012,0.68,0.67,1.36,3.56,0.0,0.0,0.95,0.38,2.17
12M 2013,1.1,1.08,0.6,2.2,0.0,0.0,0.35,0.27,0.97
12M 2014,0.91,0.89,0.71,2.25,0.0,0.0,0.57,0.31,1.03
12M 2015,0.72,0.7,0.82,2.45,0.0,0.0,0.66,0.34,1.23
12M 2016,0.75,0.73,0.86,2.51,0.0,0.0,0.7,0.34,1.22
12M 2017,0.93,0.91,0.66,2.32,0.0,0.0,0.48,0.28,1.06
12M 2018,1.47,1.45,0.23,1.75,0.0,0.0,-0.01,0.13,0.59
12M 2019,1.5,1.48,0.17,1.65,0.0,0.0,-0.07,0.1,0.53
12M 2020,0.93,0.91,0.38,2.01,0.0,0.0,0.16,0.19,0.9
12M 2021,0.82,0.81,0.45,2.17,0.0,0.0,0.26,0.21,1.08
12M 2022,1.13,1.12,0.4,2.24,0.0,0.0,0.11,0.18,1.19
12M 2023,1.17,1.15,0.39,2.14,0.0,0.0,-0.03,0.18,1.08
12M 2024,1.39,1.34,0.19,1.84,0.0,0.0,-0.2,0.1,0.8
