Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,0.77
12M 2011,33.36,2.76,59.65,-23.53,10.94,,132.44,,0.78,,0.58,,-2.74,,0.51
12M 2012,39.76,2.19,52.56,-10.61,9.18,13.11,166.44,256.83,0.77,1.58,0.5,0.88,-3.59,-3.59,0.68
12M 2013,49.15,2.3,48.84,2.61,7.43,5.59,158.53,107.31,0.96,0.85,0.57,0.51,24.21,24.21,1.1
12M 2014,56.2,3.04,40.73,18.51,6.49,5.52,120.09,113.46,0.8,0.77,0.52,0.5,-30.95,-30.95,0.91
12M 2015,61.58,3.74,39.35,25.97,5.93,5.59,97.56,83.61,0.67,0.71,0.45,0.46,-6.47,-6.47,0.72
12M 2016,50.44,3.46,41.18,12.72,7.24,7.79,105.63,108.82,0.86,0.89,0.56,0.58,-9.09,-9.09,0.75
12M 2017,56.75,3.43,46.44,13.74,6.43,5.93,106.45,103.67,0.88,0.9,0.58,0.58,-35.8,-35.8,0.93
12M 2018,51.83,3.62,43.69,11.76,7.04,7.41,100.8,101.92,1.28,1.55,0.77,0.83,7.91,7.91,1.47
12M 2019,56.52,3.92,35.47,24.97,6.46,7.03,93.2,102.56,1.52,1.56,0.8,0.81,6.9,6.9,1.5
12M 2020,130.12,9.84,64.61,75.35,2.81,5.8,37.09,37.87,0.47,0.48,0.25,0.27,-13.16,-13.16,0.93
12M 2021,49.56,4.01,51.34,2.23,7.37,6.62,91.0,129.71,1.02,1.07,0.56,0.61,-9.67,-9.67,0.82
12M 2022,54.58,1.85,44.56,11.87,6.69,4.99,197.06,177.97,2.37,2.46,1.18,1.07,22.77,22.77,1.13
12M 2023,47.34,3.13,35.33,15.14,7.71,10.61,116.63,107.98,2.56,2.45,1.16,1.06,16.96,16.96,1.17
12M 2024,27.17,5.68,22.62,10.23,13.43,8.43,64.23,58.6,2.73,2.78,1.21,1.16,9.47,9.47,1.39
