Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,,,1.05
12M 2014,75.43,66.16,57.88,83.71,4.84,,5.52,,13.19,,1.34,,24.76,,1.07
12M 2015,70.16,68.65,40.34,98.47,5.2,5.53,5.32,4.79,7.9,7.17,1.39,1.31,15.38,15.38,1.13
12M 2016,65.1,48.79,30.36,83.53,5.61,4.87,7.48,7.23,8.02,7.83,1.67,1.58,14.17,14.17,1.17
12M 2017,75.48,54.37,36.6,93.25,4.84,4.47,6.71,6.19,8.77,8.85,1.55,1.47,14.26,14.26,1.14
12M 2018,78.1,56.46,33.39,101.17,4.67,4.53,6.46,5.88,10.36,10.48,1.51,1.39,6.12,6.12,1.4
12M 2019,80.61,66.92,33.77,113.76,4.53,4.93,5.45,4.36,9.65,9.2,1.3,1.25,11.86,11.86,1.17
12M 2020,67.6,50.11,26.4,91.31,5.4,5.37,7.28,8.35,9.29,9.27,1.41,1.45,-31.45,-31.45,0.93
12M 2021,64.99,31.58,25.12,71.45,5.62,5.16,11.56,10.74,10.78,10.62,1.57,1.57,-15.52,-15.52,0.87
12M 2022,61.45,31.64,29.36,63.73,5.94,6.23,11.54,11.16,16.36,16.82,1.87,1.98,-22.16,-22.16,0.89
12M 2023,58.25,33.16,25.56,65.85,6.27,5.73,11.01,10.16,22.43,22.81,2.11,1.99,37.67,37.67,1.06
12M 2024,71.13,43.83,26.44,88.52,5.13,5.56,8.33,9.2,19.89,20.0,1.76,1.92,18.49,18.49,1.14
