Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,48.76,,,,,-23.12,-23.12,0.82
12M 2014,51.68,14.59,36.06,-36.06,7.06,7.57,25.02,21.55,37.99,38.85,3.57,3.5,-19.02,-19.02,0.79
12M 2015,46.59,14.35,45.5,15.44,7.84,8.54,25.43,25.2,36.12,34.91,3.47,3.62,-41.02,-41.02,0.89
12M 2016,48.69,14.18,51.75,11.12,7.5,7.38,25.74,25.89,35.68,38.84,3.5,3.74,-382.76,-382.76,0.99
12M 2017,46.6,14.71,39.87,21.44,7.83,7.02,24.81,17.78,55.43,58.18,4.18,3.72,119.8,119.8,1.04
12M 2018,48.65,13.72,39.15,23.22,7.5,6.99,26.6,28.87,75.61,74.94,4.2,3.99,2010.1,2010.1,1.0
12M 2019,58.49,17.35,44.71,31.13,6.24,7.47,21.03,21.29,61.82,64.97,3.37,3.76,71.8,71.8,1.08
12M 2020,54.58,19.79,43.41,54.58,6.69,7.72,18.45,22.93,50.97,49.75,3.02,3.25,21.79,21.79,1.2
12M 2021,30.25,12.07,26.68,30.25,12.06,14.13,30.23,18.8,83.67,85.48,4.78,5.07,25.56,25.56,1.32
12M 2022,26.1,14.37,24.52,15.95,13.99,14.39,25.39,27.05,91.4,92.15,5.11,5.36,18.34,18.34,1.51
12M 2023,25.54,14.23,20.43,19.34,14.29,13.04,25.65,23.07,97.69,100.51,5.27,5.14,17.9,17.9,1.54
12M 2024,27.77,11.06,17.68,21.15,13.14,,33.01,57.24,116.25,119.33,5.93,5.75,16.75,16.75,1.66
