Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,(67 B),(15 B),(82 B),-4438.69
12M 2014,85 B,(11 B),74 B,4011.17
12M 2015,911 B,(3 B),908 B,49456.72
12M 2016,(188 B),(1 B),(189 B),-513.43
12M 2017,(162 B),(3 B),(165 B),-449.47
12M 2018,(145 B),(6 B),(152 B),-412.72
12M 2019,173 B,(17 B),155 B,422.78
12M 2020,421 B,(13 B),408 B,1110.27
12M 2021,60 B,(5 B),55 B,150.14
12M 2022,195 B,(3 B),192 B,522.31
12M 2023,(245 B),(12 B),(257 B),-699.38
12M 2024,46 B,(10 B),36 B,96.93
