Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.82,0.66,6.11,11.12,0.0,0.0,5.75,0.55,10.12
12M 2014,0.79,0.65,4.8,8.99,0.0,0.0,4.19,0.53,7.99
12M 2015,0.89,0.72,1.84,6.02,0.0,0.0,0.78,0.3,5.02
12M 2016,0.99,0.83,1.47,4.49,0.0,0.0,1.08,0.33,3.49
12M 2017,1.04,0.79,1.45,4.51,0.0,0.0,1.19,0.32,3.51
12M 2018,1.0,0.85,1.46,4.45,0.0,0.0,1.2,0.33,3.45
12M 2019,1.08,0.79,1.03,3.22,0.0,0.0,0.88,0.32,2.22
12M 2020,1.2,1.03,0.98,3.05,0.0,0.0,0.24,0.32,2.05
12M 2021,1.32,1.0,0.65,2.56,0.0,0.0,0.14,0.25,1.56
12M 2022,1.51,1.14,0.44,2.19,0.0,0.0,-0.06,0.2,1.19
12M 2023,1.54,1.17,0.59,2.15,0.0,0.0,0.22,0.27,1.15
12M 2024,1.66,1.36,0.38,2.04,0.0,0.0,0.19,0.19,1.04
