Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.60 B,82.68,4.29,0.66,,9.94%,14.97%,34.29%,
12M 2009,1.60 B,85.91,5.94,0.91,,8.99%,14.21%,15.98%,
12M 2010,1.60 B,88.66,9.47,1.46,,9.04%,13.57%,16.17%,
12M 2011,1.60 B,101.20,9.88,1.71,,9.32%,14.20%,17.28%,16.81
12M 2012,1.60 B,111.34,6.65,1.12,,7.46%,14.19%,15.56%,29.49
12M 2013,1.60 B,120.12,9.07,1.40,,7.32%,14.04%,13.97%,9.69
12M 2014,1.60 B,146.97,12.08,2.58,,8.09%,15.49%,12.48%,6.88
12M 2015,1.60 B,181.79,11.14,2.86,,9.29%,17.29%,16.96%,11.63
12M 2016,1.60 B,81.77,24.70,2.52,,3.47%,7.70%,8.98%,5.28
12M 2017,1.60 B,137.64,9.59,1.70,,5.88%,11.86%,13.52%,5.57
12M 2018,1.60 B,139.62,9.02,1.57,499.20 B,5.12%,11.21%,13.64%,5.62
12M 2019,1.60 B,144.02,6.84,1.16,519.41 B,5.63%,10.82%,13.30%,5.51
12M 2020,1.60 B,-245.52,-2.44,2.32,(170.10 B),-9.72%,-22.56%,-9.31%,-3.25
12M 2021,1.60 B,-171.89,-3.26,2.30,(5.15 B),-6.22%,-18.63%,-4.25%,-1.16
12M 2022,1.60 B,96.39,7.47,1.20,406.68 B,3.96%,9.98%,9.32%,3.26
12M 2023,1.60 B,146.98,6.46,1.19,572.68 B,6.28%,14.28%,14.90%,4.64
12M 2024,1.60 B,111.12,5.04,0.71,503.13 B,4.95%,10.37%,12.27%,3.89
