Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,11.42,,8.82,,2.6,,0.77,-2.49,-2.49,0.58
12M 2009,19.69,36.44,67.89,-11.76,18.54,13.76,10.02,9.05,3.99,3.99,1.11,1.12,-20.8,-20.8,0.86
12M 2010,25.24,36.64,69.26,-7.38,14.46,12.69,9.96,9.69,4.58,4.7,1.12,1.08,-255.97,-255.97,0.99
12M 2011,18.3,37.36,49.16,6.5,19.95,18.34,9.77,7.26,6.96,7.13,1.16,1.04,-6.82,-6.82,0.65
12M 2012,20.33,50.57,57.52,13.38,17.95,16.99,7.22,6.35,5.38,4.52,0.84,0.77,22.79,22.79,1.16
12M 2013,21.19,55.45,69.54,7.1,17.23,20.99,6.58,6.3,4.23,4.09,0.75,0.68,26.88,26.88,1.1
12M 2014,25.19,57.87,89.4,-6.34,14.49,15.08,6.31,7.26,3.09,3.2,0.61,0.65,-4.24,-4.24,0.62
12M 2015,41.87,91.61,120.5,12.98,8.72,11.04,3.98,3.74,1.83,1.69,0.45,0.45,3.41,3.41,1.89
12M 2016,39.48,73.4,51.41,61.47,9.24,9.85,4.97,6.54,2.14,2.24,0.62,0.67,4.04,4.04,2.55
12M 2017,25.92,46.35,32.05,40.22,14.08,10.77,7.88,6.4,4.18,4.08,1.24,1.16,144.29,144.29,1.02
12M 2018,20.48,44.76,32.93,32.31,17.82,13.35,8.16,6.4,6.09,5.53,1.66,1.44,17.51,17.51,1.24
12M 2019,27.77,66.76,40.6,53.93,13.14,14.75,5.47,4.72,4.41,4.3,1.14,1.19,-23.08,-23.08,0.89
12M 2020,33.08,55.75,32.84,55.99,11.03,11.86,6.55,9.14,4.42,4.27,1.0,0.94,2.71,2.71,3.25
12M 2021,23.43,29.08,24.75,27.76,15.58,13.56,12.55,12.02,7.65,7.07,1.42,1.33,2.96,2.96,3.13
12M 2022,24.32,24.85,25.14,24.03,15.01,12.02,14.69,12.42,9.41,8.2,1.45,1.26,7.89,7.89,1.31
12M 2023,37.33,30.94,30.53,37.74,9.78,13.61,11.8,9.65,5.49,5.15,0.95,1.13,6.29,6.29,1.42
12M 2024,33.03,38.81,36.99,34.85,11.05,11.21,9.41,8.37,4.56,4.42,0.99,1.05,4.9,4.9,1.64
