Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,1.01,119.87,1.01,119.87,,,,,
12M 2008,0.31,133.68,0.31,133.68,,,,,
12M 2009,1.79,154.84,1.79,154.84,,,,,
12M 2010,1.70,169.91,1.70,169.91,,,,,
12M 2011,1.07,204.27,1.07,204.27,,,,,
12M 2012,2.86,232.22,2.86,232.22,,,,,
12M 2013,3.54,249.45,3.54,249.45,,,,,
12M 2014,1.52,749.19,2.78,410.36,,,,,
12M 2015,1.37,793.64,2.38,457.36,,,,,
12M 2016,1.35,846.59,2.31,494.20,,,,,
12M 2017,0.98,908.79,1.40,634.36,,,,,
12M 2018,0.88,974.79,1.22,703.34,,,,,
12M 2019,0.79,1053.89,1.06,780.36,,,,,
12M 2020,0.67,1104.86,0.89,834.90,,,,,
12M 2021,0.52,1080.41,0.65,875.20,,,,,
12M 2022,0.49,1159.02,0.60,954.70,,,,,
12M 2023,0.47,1198.97,0.57,999.69,,,,,
12M 2024,0.44,937.99,0.51,823.72,,,,,
