Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,2.12 B,-0.90,-55.56,-65.22,,-0.65%,-1.17%,-5.93%,-11.38
12M 2016,2.12 B,-33.02,-1.51,-2.29,,-73.48%,-74.08%,-36.35%,-2212.93
12M 2017,2.12 B,-13.80,-3.62,-4.38,,-39.37%,-44.87%,-33.70%,-3665.65
12M 2018,0.42 B,8.99,5.56,3.21,(0.73 B),4.91%,5.44%,-1.72%,
12M 2019,2.12 B,-26.07,-1.92,-2.02,(0.49 B),-309.47%,-548.94%,-2.37%,
12M 2020,2.12 B,-0.83,-60.24,124.20,(0.77 B),-11.26%,-20.34%,-9.13%,
12M 2021,2.12 B,-0.07,-714.29,39.77,0.22 B,-0.95%,-1.73%,-2.92%,
12M 2022,2.12 B,-0.08,-625.00,37.41,0.31 B,-1.11%,-1.99%,-2.22%,
12M 2023,2.12 B,-0.21,-19.05,3.19,(0.02 B),-3.10%,-5.65%,-4.76%,
12M 2024,2.12 B,-0.22,-31.82,5.37,(0.04 B),-3.39%,-6.24%,-5.07%,
