Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.08,1.03,-84.91,-106.6,-79.16,0.74,-67.5,0.8,-106.97
12M 2011,1.06,0.85,1.6,3.67,0.0,0.0,0.62,0.44,2.61
12M 2012,1.68,1.34,0.27,1.69,0.0,0.0,-0.1,0.16,0.69
12M 2013,0.49,0.24,0.2,1.83,0.0,0.0,0.19,0.11,0.83
12M 2014,0.67,0.52,0.39,1.86,0.0,0.0,0.34,0.21,0.86
12M 2015,0.84,0.72,0.24,1.66,0.0,0.0,0.11,0.15,0.66
12M 2016,1.11,1.0,0.19,1.44,0.0,0.0,0.09,0.13,0.44
12M 2017,1.45,1.35,0.02,1.4,0.0,0.0,-0.1,0.02,0.4
12M 2018,1.21,1.0,0.15,1.63,0.0,0.0,0.03,0.09,0.63
12M 2019,1.21,1.01,0.08,1.47,0.0,0.0,0.01,0.06,0.47
12M 2020,1.58,1.45,0.05,1.38,0.0,0.0,-0.08,0.04,0.38
12M 2021,1.6,1.48,0.06,1.72,0.0,0.0,-0.6,0.03,0.72
12M 2022,1.25,1.02,0.04,1.84,0.0,0.0,-0.36,0.02,0.84
12M 2023,1.38,1.14,0.02,1.68,0.0,0.0,-0.17,0.01,0.68
12M 2024,1.75,1.36,0.01,1.45,0.0,0.0,-0.13,0.01,0.45
