Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,4.47,,1.55
12M 2016,25.44,68.11,29.58,63.97,14.35,20.45,5.36,5.43,1.86,2.73,0.74,1.21,38.73,38.73,1.04
12M 2017,35.47,118.82,44.0,110.29,10.29,7.38,3.07,3.31,1.27,1.26,0.61,0.63,3.98,3.98,2.11
12M 2018,39.64,92.91,29.87,102.68,9.21,9.12,3.93,2.96,1.17,1.15,0.6,0.57,3.54,3.54,1.83
12M 2019,30.59,114.38,30.68,114.29,11.93,13.37,3.19,2.05,1.35,1.35,0.67,0.63,5.31,5.31,1.43
12M 2020,31.96,110.91,25.96,116.91,11.42,9.93,3.29,4.53,1.08,1.09,0.58,0.6,16.07,16.07,1.13
12M 2021,40.93,62.72,18.61,85.04,8.92,8.46,5.82,7.67,1.09,1.14,0.65,0.68,8.73,8.73,1.4
12M 2022,33.41,46.19,13.64,65.96,10.92,12.56,7.9,9.14,1.14,1.18,0.68,0.69,4.9,4.9,1.82
12M 2023,20.82,53.23,7.24,66.81,17.53,11.9,6.86,6.39,1.4,1.48,0.64,0.66,2.62,2.62,1.76
12M 2024,19.52,37.59,7.4,49.71,18.7,14.74,9.71,12.0,1.17,0.78,0.63,0.56,4.25,4.25,2.27
