Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.5,1.31,0.17,2.36,0.0,0.0,-0.13,0.07,1.35
12M 2009,1.51,1.33,0.2,2.32,0.0,0.0,-0.38,0.08,1.3
12M 2010,1.35,1.26,0.46,2.63,0.0,0.0,-0.35,0.18,1.61
12M 2011,1.34,1.27,0.47,2.65,0.0,0.0,-0.45,0.18,1.63
12M 2012,1.34,1.19,0.45,2.62,0.0,0.0,0.06,0.17,1.58
12M 2013,1.6,1.43,0.4,2.17,0.0,0.0,-0.06,0.19,1.14
12M 2014,1.56,1.41,0.44,2.24,0.0,0.0,0.18,0.2,1.21
12M 2015,1.79,1.64,0.32,1.99,0.0,0.0,0.01,0.16,0.97
12M 2016,1.69,1.53,0.28,1.87,0.0,0.0,-0.06,0.15,0.84
12M 2017,1.7,1.5,0.31,1.79,0.0,0.0,0.13,0.17,0.77
12M 2018,1.3,1.1,0.42,1.91,0.0,0.0,0.38,0.22,0.88
12M 2019,1.36,1.24,0.38,1.85,0.0,0.0,0.25,0.2,0.84
12M 2020,1.63,1.44,0.37,1.73,0.0,0.0,0.16,0.22,0.71
12M 2021,2.14,1.9,0.18,1.59,0.0,0.0,-0.04,0.11,0.57
12M 2022,1.95,1.72,0.13,1.53,0.0,0.0,-0.03,0.08,0.51
12M 2023,1.95,1.66,0.12,1.46,0.0,0.0,-0.04,0.08,0.45
12M 2024,2.08,1.74,0.07,1.4,0.0,0.0,-0.12,0.05,0.38
