Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.44,,12.87,,15.4,,1.77,6.29,6.29,1.5
12M 2009,42.58,22.38,19.03,45.93,8.57,8.3,16.31,14.13,15.07,13.82,1.86,1.77,6.42,6.42,1.51
12M 2010,47.43,19.36,23.52,43.27,7.7,7.71,18.86,17.4,11.62,10.63,1.54,1.58,6.65,6.65,1.35
12M 2011,42.11,13.15,23.32,31.94,8.67,8.35,27.76,21.2,11.3,10.73,1.53,1.52,7.1,7.1,1.34
12M 2012,46.07,17.09,22.27,40.89,7.92,6.8,21.36,14.32,12.27,11.69,1.68,1.65,7.94,7.94,1.34
12M 2013,54.66,23.74,26.31,52.09,6.68,6.53,15.37,13.51,12.33,11.79,1.55,1.37,4.46,4.46,1.6
12M 2014,59.4,25.57,30.09,54.88,6.14,6.28,14.28,13.44,9.16,8.85,1.3,1.28,4.56,4.56,1.56
12M 2015,61.31,23.93,32.09,53.15,5.95,6.32,15.25,12.75,7.15,7.0,1.22,1.21,3.77,3.77,1.79
12M 2016,58.19,23.29,37.02,44.46,6.27,6.15,15.67,13.15,6.76,6.75,1.2,1.16,4.55,4.55,1.69
12M 2017,61.36,25.43,32.89,53.9,5.95,5.68,14.35,10.94,6.27,6.23,1.1,1.07,4.51,4.51,1.7
12M 2018,64.91,28.09,29.12,63.88,5.62,5.13,12.99,9.98,6.97,6.83,1.15,1.07,8.94,8.94,1.3
12M 2019,70.35,24.2,31.12,63.43,5.19,5.07,15.08,13.16,7.73,8.04,1.12,1.08,7.75,7.75,1.36
12M 2020,112.73,38.69,46.5,104.92,3.24,4.1,9.43,7.13,4.89,5.2,0.63,0.66,2.96,2.96,1.63
12M 2021,79.02,34.46,30.85,82.63,4.62,4.89,10.59,8.45,6.73,7.27,0.8,0.84,2.69,2.69,2.14
12M 2022,73.41,25.72,26.2,72.93,4.97,4.68,14.19,9.61,9.37,9.42,1.06,1.04,3.86,3.86,1.95
12M 2023,80.13,29.03,30.85,78.31,4.56,4.9,12.57,8.29,9.2,9.55,1.05,1.01,4.01,4.01,1.95
12M 2024,83.11,39.3,34.58,87.83,4.39,4.71,9.29,7.57,7.56,7.73,0.88,0.9,3.33,3.33,2.08
