Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.42,0.88,0.58,2.12,0.02,0.01,0.55,0.27,1.12
12M 2014,1.83,0.99,0.37,1.69,0.0,0.0,0.37,0.22,0.69
12M 2015,2.31,1.41,0.23,1.56,0.0,0.0,0.23,0.15,0.56
12M 2016,2.21,1.59,0.3,1.67,0.0,0.0,0.3,0.18,0.67
12M 2017,1.78,1.23,0.62,1.98,0.0,0.0,0.59,0.31,0.98
12M 2018,1.75,1.16,0.59,1.95,0.0,0.0,0.56,0.3,0.95
12M 2019,1.7,0.91,0.57,2.0,0.0,0.0,0.55,0.28,1.0
12M 2020,1.32,0.56,0.71,2.48,0.0,0.0,0.67,0.29,1.48
12M 2021,1.39,0.47,0.39,2.13,0.0,0.0,0.34,0.18,1.13
12M 2022,1.4,0.5,0.28,2.1,0.0,0.0,0.21,0.14,1.1
12M 2023,1.47,0.59,0.33,2.07,0.0,0.0,0.28,0.16,1.07
12M 2024,1.89,0.87,0.16,1.66,0.0,0.0,0.13,0.09,0.66
