Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,70 B,(573 B),(503 B),-2693560.54
12M 2012,182 B,(151 B),31 B,16.44
12M 2013,139 B,(261 B),(123 B),-32.54
12M 2014,168 B,(11 B),157 B,29.18
12M 2015,113 B,(659 B),(546 B),-101.68
12M 2016,113 B,(18 B),96 B,17.85
12M 2017,75 B,(14 B),61 B,11.30
12M 2018,22 B,(13 B),9 B,1.72
12M 2019,46 B,(13 B),33 B,6.10
12M 2020,16 B,(12 B),4 B,0.77
12M 2021,(6 B),(8 B),(15 B),-2.73
12M 2022,48 B,(23 B),24 B,2.87
12M 2023,94 B,(37 B),57 B,6.73
12M 2024,99 B,(125 B),(26 B),-3.03
