Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,-1.57,,0.38
12M 2012,44.48,3.64,152.73,-104.61,8.21,12.24,100.28,316.98,0.31,0.54,0.28,0.49,-1.39,-1.39,0.31
12M 2013,57.49,3.9,153.35,-91.96,6.35,5.39,93.65,50.82,0.31,0.27,0.27,0.24,-3.17,-3.17,0.62
12M 2014,75.89,6.02,86.36,-4.45,4.81,5.16,60.63,55.8,0.25,0.26,0.2,0.21,5.34,5.34,1.19
12M 2015,73.59,4.33,59.94,17.98,4.96,7.93,84.36,60.97,0.18,0.16,0.15,0.14,-0.56,-0.56,0.14
12M 2016,53.61,3.23,99.89,-43.05,6.81,6.85,112.84,117.62,0.19,0.2,0.17,0.18,-0.71,-0.71,0.17
12M 2017,49.57,2.8,112.31,-59.94,7.36,8.67,130.57,153.58,0.22,0.23,0.2,0.21,-0.39,-0.39,0.08
12M 2018,48.37,3.16,118.47,-66.94,7.55,6.77,115.62,113.03,0.25,0.25,0.23,0.23,-13.28,-13.28,0.83
12M 2019,68.97,2.64,132.1,-60.49,5.29,6.1,138.33,360.43,0.23,0.25,0.21,0.22,-30.7,-30.7,0.93
12M 2020,100.47,1.24,319.94,-218.23,3.63,2.95,293.3,351.37,0.24,0.32,0.21,0.26,-0.81,-0.81,0.35
12M 2021,146.54,2.0,1112.71,-964.17,2.49,2.56,182.32,357.7,0.29,0.31,0.22,0.23,-0.79,-0.79,0.49
12M 2022,114.37,5.92,554.51,-434.22,3.19,3.17,61.65,32.12,0.39,0.38,0.27,0.26,2.13,2.13,1.84
12M 2023,92.11,9.03,223.77,-122.63,3.96,3.74,40.43,31.88,0.43,0.46,0.3,0.31,1.69,1.69,2.5
12M 2024,68.13,7.51,111.22,-35.58,5.36,5.19,48.63,37.85,0.49,0.48,0.34,0.32,1.19,1.19,6.73
