Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.00 B,127284.95,0.00,0.00,,2.37%,11.58%,11.96%,3.09
12M 2012,1.87 B,36.26,0.00,0.00,,5.01%,12.36%,14.99%,2.86
12M 2013,3.77 B,17.80,12.87,1.90,,3.35%,7.28%,10.09%,2.42
12M 2014,5.37 B,0.09,3377.78,3.86,,0.02%,0.04%,2.62%,1.07
12M 2015,5.37 B,-69.00,-1.10,1.24,,-17.16%,-34.89%,-5.69%,-2.20
12M 2016,5.37 B,-19.49,-3.85,1.19,,-5.55%,-11.26%,-0.63%,-0.25
12M 2017,5.37 B,-95.76,-0.78,1.28,,-39.62%,-123.64%,-4.75%,-1.76
12M 2018,5.37 B,-21.39,-3.51,1.36,73.45 B,-9.25%,-34.89%,-5.26%,-0.86
12M 2019,5.37 B,-11.82,-6.35,1.65,78.15 B,-5.89%,-25.02%,-2.69%,-0.74
12M 2020,5.37 B,-30.34,-2.47,2.43,23.83 B,-31.03%,-160.56%,-10.46%,-2.12
12M 2021,5.37 B,1.79,27.93,2.48,36.54 B,2.01%,8.32%,2.40%,1.60
12M 2022,8.48 B,1.21,59.50,4.40,55.44 B,1.94%,2.57%,6.85%,5.84
12M 2023,8.48 B,7.27,8.94,3.43,84.19 B,11.48%,13.41%,12.34%,22.91
12M 2024,8.48 B,15.39,5.13,3.15,119.37 B,18.67%,21.26%,15.29%,31.01
