Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.62,0.26,1.7,3.19,0.0,0.0,1.65,0.53,2.19
12M 2009,0.83,0.35,1.6,3.01,0.0,0.0,1.5,0.53,2.01
12M 2010,0.77,0.39,1.78,3.28,0.0,0.0,1.59,0.54,2.28
12M 2011,1.17,0.7,1.52,2.9,0.0,0.0,1.39,0.52,1.9
12M 2012,0.86,0.63,2.71,4.2,0.0,0.0,2.29,0.64,3.2
12M 2013,0.53,0.37,3.15,4.77,0.0,0.0,2.9,0.66,3.77
12M 2014,2.01,1.12,0.77,1.89,0.0,0.0,0.75,0.41,0.89
12M 2015,1.14,0.62,0.67,1.87,0.0,0.0,0.67,0.36,0.87
12M 2016,0.45,0.21,0.73,2.15,0.0,0.0,0.73,0.34,1.15
12M 2017,0.44,0.2,0.44,1.76,0.0,0.0,0.43,0.25,0.76
12M 2018,0.42,0.21,0.36,1.78,0.0,0.0,0.34,0.2,0.78
12M 2019,0.25,0.14,0.23,1.71,0.0,0.0,0.22,0.14,0.71
12M 2020,0.21,0.12,1.37,3.6,0.0,0.0,1.36,0.38,2.6
12M 2021,0.51,0.37,1.53,6.24,0.0,0.0,1.42,0.24,4.58
12M 2022,0.32,0.15,0.66,2.4,0.0,0.0,0.65,0.27,1.39
12M 2023,0.39,0.15,0.99,2.39,0.0,0.0,0.98,0.41,1.38
12M 2024,0.75,0.21,0.67,2.11,0.0,0.0,0.64,0.32,1.1
