Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,46 B,(108 B),(61 B),-28.57
12M 2009,(29 B),(9 B),(39 B),-16.64
12M 2010,7 B,(22 B),(15 B),-5.05
12M 2011,45 B,(42 B),4 B,0.84
12M 2012,68 B,(29 B),39 B,9.29
12M 2013,34 B,(362 B),(327 B),-70.27
12M 2014,(42 B),(190 B),(231 B),-24.80
12M 2015,(25 B),(23 B),(48 B),-5.17
12M 2016,3 B,(1 B),1 B,0.16
12M 2017,72 B,(1 B),71 B,7.10
12M 2018,26 B,(21 B),5 B,0.54
12M 2019,37 B,(0 B),37 B,3.42
12M 2020,36 B,(2 B),34 B,3.17
12M 2021,40 B,4 B,45 B,3.91
12M 2022,197 B,(30 B),167 B,14.66
12M 2023,(393 B),(6 B),(399 B),-34.96
12M 2024,270 B,(43 B),227 B,19.93
