Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.96,2.64,1.49,3.17,0.0,0.0,1.47,0.47,1.54
12M 2009,0.57,0.44,1.47,3.25,0.0,0.0,1.47,0.45,1.59
12M 2010,0.22,0.19,1.26,3.06,0.0,0.0,1.26,0.41,1.38
12M 2011,0.15,0.14,1.01,2.86,0.0,0.0,1.01,0.35,1.18
12M 2012,0.36,0.35,0.73,2.72,0.0,0.0,0.57,0.27,1.05
12M 2013,0.17,0.15,0.44,2.41,0.0,0.0,0.43,0.18,0.73
12M 2014,0.18,0.09,0.38,2.48,0.0,0.0,0.38,0.15,0.8
12M 2015,0.19,0.12,0.29,2.61,0.0,0.0,0.29,0.11,0.93
12M 2016,0.18,0.1,0.19,2.57,0.0,0.0,0.18,0.07,0.89
12M 2017,0.13,0.07,0.16,2.78,0.0,0.0,0.16,0.06,1.09
12M 2018,0.16,0.09,-12.46,-125.48,-0.0,0.0,-12.36,0.1,-125.14
12M 2019,0.08,0.02,-0.14,-1.86,-0.0,0.0,-0.13,0.08,-2.86
12M 2020,0.03,0.0,-0.08,-0.85,-0.0,0.0,-0.07,0.09,-1.85
12M 2021,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0
12M 2022,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0
12M 2023,1.02,0.85,-1.44,-12.19,-0.0,0.0,0.39,0.12,-9.57
12M 2024,0.93,0.8,-0.92,-11.27,-0.0,0.0,0.55,0.08,-9.85
