Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.97 B,2.66,140.98,11.90,,0.79%,2.51%,7.52%,
12M 2009,3.97 B,0.94,271.28,4.27,,0.28%,0.91%,4.84%,
12M 2010,3.97 B,1.96,119.90,3.03,,0.62%,1.89%,8.06%,
12M 2011,3.97 B,0.74,245.95,2.01,,0.25%,0.71%,10.64%,
12M 2012,3.97 B,2.54,68.90,2.06,,0.87%,2.37%,7.58%,1.58
12M 2013,3.97 B,-0.67,-168.66,1.49,,-0.26%,-0.63%,5.05%,1.27
12M 2014,3.97 B,-10.95,-4.57,1.18,,-4.63%,-11.48%,-5.50%,-1.66
12M 2015,3.97 B,-0.01,-5000.00,1251.71,,-0.01%,-0.02%,-0.01%,-3.03
12M 2016,3.97 B,-8.66,-5.77,1.14,,-4.50%,-11.57%,-8.26%,-3.62
12M 2017,3.97 B,-13.91,-3.59,1.63,,-8.22%,-22.83%,-16.71%,-8.28
12M 2018,3.97 B,-61.66,-0.81,1.88,23.44 B,-87.98%,11039.99%,-29.13%,-8.85
12M 2019,3.97 B,-21.20,-2.36,2.69,(4.54 B),-52.50%,97.49%,109.05%,-6.62
12M 2020,3.97 B,-13.81,-3.62,13.99,(19.03 B),-46.05%,39.04%,43.82%,-10.59
12M 2021,3.97 B,-27.45,-1.82,0.00,(6.42 B),-139686.27%,43.77%,16.19%,-7.02
12M 2022,3.97 B,58.77,0.85,0.00,,361244.26%,-1511.23%,2.22%,-409.57
12M 2023,3.97 B,-0.33,-18.18,0.14,(6.37 B),-0.64%,7.80%,-19.64%,-3.04
12M 2024,3.97 B,-3.45,-5.22,0.32,(0.45 B),-6.08%,68.51%,-2.77%,-0.49
