Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,156.34,0.00,156.34,,,,,
12M 2014,1.01,186.23,1.01,186.23,,,,,
12M 2015,0.57,192.30,0.57,192.30,,,,,
12M 2016,1.19,198.26,1.19,198.26,,,,,
12M 2017,1.34,203.59,1.34,203.59,,,,,
12M 2018,1.28,210.69,1.28,210.69,,,,,
12M 2019,0.74,318.82,0.77,307.09,,,,,
12M 2020,0.79,218.11,0.81,212.92,,,,,
12M 2021,1.35,215.58,1.37,212.70,,,,,
12M 2022,0.82,208.50,0.82,206.65,,,,,
12M 2023,0.58,210.38,0.58,208.93,,,,,
12M 2024,0.53,213.39,0.53,212.46,,,,,
