Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.36 B,-5.48,-401.46,297.54,,-5.03%,-5.30%,-12.03%,
12M 2014,3.36 B,-3.52,-948.86,518.85,,-3.37%,-3.53%,-5.08%,
12M 2015,3.36 B,-4.80,-766.67,619.69,,-4.86%,-5.06%,-5.47%,
12M 2016,3.36 B,-8.16,-307.60,99.98,,-7.51%,-9.34%,-9.31%,
12M 2017,33.60 B,-0.39,-846.15,517.82,,-4.14%,-4.51%,-4.05%,
12M 2018,33.60 B,-0.45,-533.33,452.97,(9.00 B),-5.05%,-5.50%,-5.78%,
12M 2019,33.60 B,2.55,19.61,83.67,(5.74 B),22.25%,23.81%,-4.12%,
12M 2020,33.60 B,-1.24,-40.32,107.27,(13.21 B),-12.09%,-13.06%,-5.84%,
12M 2021,33.60 B,-1.30,-38.46,91.42,(10.52 B),-14.62%,-15.96%,-5.54%,
12M 2022,33.60 B,-1.43,-34.97,253.43,(17.06 B),-19.10%,-21.26%,-8.86%,-1999.61
12M 2023,33.60 B,-1.03,-48.54,157.23,(10.77 B),-16.15%,-18.16%,-7.72%,
12M 2024,33.60 B,-0.58,-86.21,348.90,(13.57 B),-9.96%,-11.30%,-10.04%,-3137.01
