Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,263.30,0.00,261.34,,,,,
12M 2013,0.95,125.49,0.95,124.79,,,,,
12M 2014,1.03,131.01,1.03,131.01,,,,,
12M 2015,0.66,152.44,0.66,152.44,,,,,
12M 2016,0.43,209.13,0.43,209.13,,,,,
12M 2017,0.91,224.32,0.91,223.10,,,,,
12M 2018,0.47,219.82,0.48,218.32,,,,,
12M 2019,0.48,231.42,0.49,230.04,,,,,
12M 2020,0.38,213.20,0.38,211.69,,,,,
12M 2021,1.02,229.96,1.02,228.92,,,,,
12M 2022,0.80,205.30,0.80,204.70,,,,,
12M 2023,0.58,205.24,0.58,204.27,,,,,
12M 2024,0.92,210.75,0.93,209.57,,,,,
