Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,2.60 B,37.17,0.00,0.00,,12.51%,14.12%,7.94%,3.76
12M 2013,7.35 B,16.15,7.37,14.41,,11.87%,12.87%,2.95%,5.99
12M 2014,7.74 B,8.71,15.50,15.36,,6.05%,6.65%,2.59%,10.28
12M 2015,7.74 B,7.92,12.75,10.58,,4.76%,5.20%,1.93%,7.91
12M 2016,9.15 B,52.06,1.71,3.10,,1.80%,24.89%,0.67%,29.51
12M 2017,9.15 B,10.36,19.69,1.84,,0.32%,4.62%,1.96%,96.20
12M 2018,9.15 B,4.28,24.30,0.94,368.98 B,0.13%,1.95%,1.16%,60.10
12M 2019,9.15 B,5.43,20.63,0.95,267.42 B,0.16%,2.35%,0.79%,18.63
12M 2020,9.15 B,-11.94,-6.70,0.85,308.26 B,-0.41%,-5.60%,0.92%,18.39
12M 2021,10.06 B,-3.17,-73.82,1.87,582.79 B,-0.12%,-1.38%,2.05%,38.11
12M 2022,15.22 B,7.39,22.19,1.58,763.97 B,0.39%,3.60%,2.65%,59.68
12M 2023,15.22 B,3.44,34.59,1.75,458.51 B,0.16%,1.68%,1.38%,26.93
12M 2024,15.22 B,4.59,42.27,2.51,518.89 B,0.20%,2.18%,1.42%,21.29
