Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,(19 B),(0 B),(19 B),-7.47
12M 2013,(12 B),(2 B),(14 B),-1.90
12M 2014,(25 B),(1 B),(25 B),-3.28
12M 2015,62 B,(1 B),61 B,7.91
12M 2016,"1,387 B",(11 B),"1,377 B",150.45
12M 2017,"1,566 B",(10 B),"1,556 B",170.02
12M 2018,"(1,118 B)",(29 B),"(1,147 B)",-125.36
12M 2019,"(1,268 B)",(13 B),"(1,281 B)",-140.00
12M 2020,"(1,234 B)",(5 B),"(1,239 B)",-135.36
12M 2021,"(1,882 B)",(5 B),"(1,887 B)",-187.46
12M 2022,633 B,(46 B),587 B,38.55
12M 2023,629 B,(24 B),604 B,39.72
12M 2024,"(2,622 B)",(27 B),"(2,650 B)",-174.12
