Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.34,,2.34,,4.37,,0.5,1.11,1.11,3.38
12M 2009,153.13,143.73,98.82,198.04,2.38,2.46,2.54,2.32,3.99,3.96,0.5,0.51,1.14,1.14,3.54
12M 2010,135.85,125.67,69.04,192.48,2.69,2.34,2.9,2.89,4.75,4.67,0.61,0.59,1.87,1.87,2.0
12M 2011,145.4,126.19,63.16,208.43,2.51,2.39,2.89,2.8,5.37,5.6,0.63,0.64,1.13,1.13,4.9
12M 2012,138.22,129.93,59.37,208.78,2.64,2.6,2.81,2.53,6.41,6.7,0.71,0.72,1.14,1.14,5.41
12M 2013,144.05,158.27,69.03,233.29,2.53,2.4,2.31,2.15,5.16,4.5,0.7,0.68,1.25,1.25,4.24
12M 2014,156.23,192.5,67.09,281.64,2.34,2.23,1.9,1.83,3.17,2.78,0.57,0.48,0.86,0.86,9.72
12M 2015,170.31,205.94,58.31,317.94,2.14,2.23,1.77,1.72,1.89,1.62,0.46,0.45,0.96,0.96,7.43
12M 2016,161.18,224.96,54.61,331.53,2.26,2.19,1.62,1.48,1.5,1.43,0.47,0.47,2.76,2.76,1.58
12M 2017,150.21,294.49,63.92,380.78,2.43,2.43,1.24,1.21,1.39,1.35,0.48,0.48,1.34,1.34,4.6
12M 2018,138.93,330.49,57.99,411.43,2.63,2.5,1.1,1.04,1.37,1.32,0.47,0.46,1.44,1.44,3.41
12M 2019,124.59,334.31,31.1,427.8,2.93,2.91,1.09,1.09,1.49,1.47,0.49,0.47,1.52,1.52,3.57
12M 2020,134.24,338.68,19.72,453.2,2.72,2.77,1.08,1.06,1.39,1.37,0.43,0.43,1.29,1.29,3.85
12M 2021,113.61,263.51,8.26,368.86,3.21,3.2,1.39,1.38,1.66,1.65,0.48,0.46,1.45,1.45,3.13
12M 2022,125.26,300.49,5.39,420.36,2.91,2.9,1.21,1.1,1.49,1.44,0.41,0.41,1.18,1.18,4.72
12M 2023,147.66,327.55,5.33,469.88,2.47,2.49,1.11,1.12,1.22,1.22,0.34,0.34,0.9,0.9,8.03
12M 2024,150.48,330.28,4.88,475.88,2.43,2.33,1.11,1.09,1.23,1.2,0.34,0.32,0.85,0.85,7.99
