Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.38,2.75,0.41,1.88,0.0,0.0,0.12,0.22,0.72
12M 2009,3.54,2.84,0.37,1.78,0.0,0.0,0.11,0.21,0.64
12M 2010,2.0,1.65,0.34,1.72,0.0,0.0,0.11,0.2,0.58
12M 2011,4.9,4.18,0.14,1.44,0.0,0.0,0.0,0.1,0.32
12M 2012,5.41,4.5,0.1,1.27,0.0,0.0,0.03,0.08,0.24
12M 2013,4.24,3.41,0.07,1.3,0.0,0.0,-0.0,0.06,0.25
12M 2014,9.72,7.88,0.36,1.53,0.0,0.0,0.23,0.24,0.47
12M 2015,7.43,5.9,0.42,1.61,0.0,0.0,0.38,0.26,0.55
12M 2016,1.58,1.12,0.43,1.61,0.0,0.0,0.37,0.27,0.54
12M 2017,4.6,2.99,0.42,1.67,0.0,0.0,0.37,0.25,0.58
12M 2018,3.41,2.13,0.47,1.66,0.0,0.0,0.4,0.28,0.58
12M 2019,3.57,2.26,0.39,1.53,0.0,0.0,0.34,0.25,0.46
12M 2020,3.85,2.52,0.28,1.34,0.0,0.0,0.22,0.21,0.32
12M 2021,3.13,2.2,0.16,1.26,0.0,0.0,0.08,0.13,0.23
12M 2022,4.72,2.93,0.07,1.17,0.0,0.0,0.0,0.06,0.13
12M 2023,8.03,4.94,0.07,1.13,0.0,0.0,0.0,0.07,0.09
12M 2024,7.99,5.01,0.08,1.15,0.0,0.0,0.02,0.07,0.1
