Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,6.35,5.74,2.21,3.74,0.0,0.0,1.62,0.59,2.74
12M 2014,3.46,3.06,1.88,3.43,0.0,0.0,1.52,0.55,2.43
12M 2015,1.95,1.67,1.47,2.98,0.0,0.0,1.3,0.49,1.98
12M 2016,5.02,4.51,0.89,2.1,0.0,0.0,0.52,0.42,1.1
12M 2017,4.0,3.58,0.84,2.07,0.0,0.0,0.53,0.41,1.07
12M 2018,5.52,4.83,0.84,2.04,0.0,0.0,0.6,0.41,1.04
12M 2019,6.68,5.92,0.82,2.01,0.0,0.0,0.45,0.41,1.01
12M 2020,7.74,6.99,0.81,2.0,0.0,0.0,0.4,0.4,1.0
12M 2021,9.28,8.4,0.78,1.95,0.0,0.0,0.38,0.4,0.95
12M 2022,9.9,8.74,0.78,1.95,0.0,0.0,0.34,0.4,0.95
12M 2023,9.62,8.43,0.7,1.88,0.0,0.0,0.36,0.37,0.88
12M 2024,10.68,9.5,0.7,1.89,0.0,0.0,0.43,0.37,0.89
