Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,2.24,,6.35
12M 2014,39.53,25.5,23.66,41.37,9.23,,14.31,,1.0,,0.63,,3.44,,3.46
12M 2015,43.07,24.27,32.06,35.28,8.48,15.0,15.04,29.61,0.81,1.41,0.58,1.06,6.6,6.6,1.95
12M 2016,46.48,29.24,36.16,39.56,7.85,8.38,12.48,11.34,0.68,0.68,0.47,0.36,2.09,2.09,5.02
12M 2017,44.23,33.53,37.36,40.4,8.25,8.05,10.89,10.21,0.64,0.62,0.43,0.43,2.42,2.42,4.0
12M 2018,43.66,38.01,37.34,44.33,8.36,7.99,9.6,8.84,0.64,0.62,0.44,0.43,1.98,1.98,5.52
12M 2019,44.5,43.03,33.85,53.68,8.2,8.03,8.48,9.01,0.67,0.69,0.45,0.45,1.89,1.89,6.68
12M 2020,49.28,54.15,36.62,66.81,7.41,8.5,6.74,5.99,0.57,0.57,0.36,0.35,1.26,1.26,7.74
12M 2021,40.14,44.57,26.99,57.72,9.09,9.06,8.19,7.66,0.64,0.65,0.38,0.38,1.16,1.16,9.28
12M 2022,37.88,51.06,29.29,59.65,9.64,9.12,7.15,6.08,0.7,0.69,0.4,0.39,1.08,1.08,9.9
12M 2023,39.38,58.78,29.61,68.55,9.27,9.08,6.21,6.05,0.71,0.72,0.4,0.4,1.08,1.08,9.62
12M 2024,37.39,56.61,28.69,65.31,9.76,10.16,6.45,6.76,0.75,0.76,0.41,0.41,1.03,1.03,10.68
