Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.93 B,-118.70,-1.85,0.44,,-4.18%,-19.48%,3.42%,0.49
12M 2009,1.93 B,394.95,1.54,0.55,,14.84%,51.13%,21.19%,10.96
12M 2010,1.93 B,110.60,7.14,1.13,,4.47%,13.75%,6.57%,11.38
12M 2011,2.33 B,8.27,74.97,1.51,,0.44%,0.93%,2.57%,1.87
12M 2012,2.33 B,14.50,48.28,1.63,,0.76%,1.61%,3.33%,3.30
12M 2013,2.33 B,610.05,2.18,1.00,,21.98%,40.32%,32.87%,79.86
12M 2014,2.33 B,16.27,64.54,1.83,,0.58%,1.07%,2.98%,12.01
12M 2015,2.33 B,1.32,443.18,0.99,,0.05%,0.09%,0.55%,0.66
12M 2016,2.33 B,8.40,58.57,0.83,,0.30%,0.55%,0.81%,1.23
12M 2017,2.33 B,5.99,76.79,0.78,,0.21%,0.39%,1.83%,2.84
12M 2018,2.33 B,6.35,76.85,0.78,232.65 B,0.22%,0.41%,0.94%,1.88
12M 2019,2.33 B,3.53,155.81,0.88,123.31 B,0.12%,0.23%,-1.05%,-2.93
12M 2020,2.33 B,-13.98,-31.90,1.15,(29.17 B),-0.48%,-0.90%,-4.10%,-46.40
12M 2021,2.33 B,-44.76,-9.74,1.12,(23.69 B),-1.58%,-2.97%,-4.06%,-6.15
12M 2022,2.33 B,1.66,212.05,0.65,178.10 B,0.06%,0.11%,-0.13%,-0.23
12M 2023,2.33 B,22.58,17.18,0.62,232.46 B,0.81%,1.47%,0.86%,2.49
12M 2024,2.33 B,53.03,23.01,1.75,215.76 B,1.87%,3.34%,0.75%,1.62
