Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.98,0.34,1.52,4.67,0.0,0.0,1.34,0.33,3.16
12M 2009,1.34,0.53,0.89,3.45,0.0,0.0,0.77,0.26,1.75
12M 2010,1.25,0.44,0.8,3.08,0.0,0.0,0.68,0.26,1.31
12M 2011,2.66,0.6,0.19,2.11,0.0,0.0,0.07,0.09,0.51
12M 2012,4.18,0.95,0.13,2.12,0.0,0.0,-0.02,0.06,0.51
12M 2013,3.21,3.15,0.05,1.83,0.0,0.0,-0.24,0.03,0.41
12M 2014,1.99,1.93,0.16,1.82,0.0,0.0,0.0,0.09,0.51
12M 2015,1.1,1.05,0.15,1.82,0.0,0.0,0.02,0.08,0.57
12M 2016,0.74,0.7,0.13,1.84,0.0,0.0,0.02,0.07,0.51
12M 2017,0.83,0.78,0.1,1.84,0.0,0.0,0.03,0.05,0.47
12M 2018,0.88,0.83,0.06,1.82,0.0,0.0,-0.05,0.03,0.44
12M 2019,0.71,0.67,0.05,1.88,0.0,0.0,-0.04,0.03,0.51
12M 2020,0.54,0.49,0.0,1.86,0.0,0.0,0.02,0.04,0.51
12M 2021,0.63,0.59,0.08,1.88,0.0,0.0,-0.01,0.04,0.52
12M 2022,0.64,0.59,0.0,1.87,0.0,0.0,-0.01,0.04,0.53
12M 2023,0.69,0.64,0.07,1.83,0.0,0.0,-0.04,0.04,0.5
12M 2024,0.76,0.71,0.05,1.79,0.0,0.0,-0.06,0.02,0.48
