Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.59,0.59,3.61,5.1,2.98,0.58,3.56,0.71,4.1
12M 2012,0.38,0.37,1.5,3.07,0.0,0.0,1.47,0.49,2.06
12M 2013,0.28,0.27,1.1,2.84,0.0,0.0,1.07,0.39,1.84
12M 2014,0.33,0.32,0.73,2.2,0.0,0.0,0.66,0.33,1.2
12M 2015,0.32,0.31,0.85,2.41,0.0,0.0,0.82,0.35,1.41
12M 2016,0.42,0.41,0.93,2.43,0.0,0.0,0.92,0.38,1.43
12M 2017,0.58,0.54,0.94,2.13,0.0,0.0,0.91,0.44,1.13
12M 2018,0.58,0.5,0.86,2.03,0.0,0.0,0.85,0.43,1.03
12M 2019,0.33,0.27,0.79,2.18,0.0,0.0,0.78,0.36,1.18
12M 2020,0.62,0.53,0.95,2.13,0.0,0.0,0.9,0.45,1.13
12M 2021,0.71,0.59,0.98,2.13,0.0,0.0,0.92,0.46,1.13
12M 2022,0.66,0.53,1.0,2.13,0.0,0.0,0.9,0.47,1.13
12M 2023,0.33,0.24,0.97,2.19,0.0,0.0,0.91,0.44,1.19
12M 2024,0.73,0.52,1.19,2.35,0.0,0.0,1.11,0.5,1.35
