Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,,,0.59
12M 2012,92.79,4.89,291.34,-193.66,3.93,,74.7,,102.73,,0.18,,-0.96,,0.38
12M 2013,101.98,28.63,577.98,-447.37,3.58,5.22,12.75,14.82,25.27,27.57,0.19,0.31,-0.71,-0.71,0.28
12M 2014,75.35,27.33,408.64,-305.96,4.84,4.55,13.36,17.78,3.68,3.49,0.19,0.18,-1.32,-1.32,0.33
12M 2015,61.38,15.94,453.89,-376.57,5.95,5.09,22.9,22.83,2.41,2.31,0.17,0.15,-1.01,-1.01,0.32
12M 2016,98.09,11.79,407.2,-297.32,3.72,2.93,30.96,27.52,3.28,3.13,0.17,0.16,-1.37,-1.37,0.42
12M 2017,101.64,35.98,216.39,-78.77,3.59,4.21,10.15,7.05,0.32,0.31,0.16,0.13,-1.54,-1.54,0.58
12M 2018,81.74,56.78,135.34,3.18,4.47,3.54,6.43,4.92,0.19,0.17,0.16,0.15,-2.14,-2.14,0.58
12M 2019,76.37,65.65,152.93,-10.91,4.78,4.62,5.56,4.93,0.19,0.17,0.16,0.15,-0.84,-0.84,0.33
12M 2020,64.85,62.42,117.34,9.93,5.63,6.15,5.85,5.95,0.2,0.19,0.18,0.17,-3.23,-3.23,0.62
12M 2021,63.62,62.82,47.34,79.1,5.74,4.96,5.81,5.39,0.22,0.21,0.2,0.19,-5.07,-5.07,0.71
12M 2022,60.81,76.33,23.18,113.96,6.0,6.64,4.78,4.76,0.22,0.21,0.19,0.19,-3.66,-3.66,0.66
12M 2023,53.37,95.28,20.65,128.0,6.84,6.4,3.83,3.75,0.2,0.19,0.18,0.18,-1.07,-1.07,0.33
12M 2024,50.06,115.25,19.35,145.96,7.29,6.97,3.17,3.09,0.2,0.2,0.18,0.17,-4.73,-4.73,0.73
