Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.78,2.58,0.4,1.68,0.0,0.0,0.38,0.24,0.68
12M 2009,1.57,1.53,0.22,2.03,0.0,0.0,0.21,0.11,1.03
12M 2010,1.14,1.02,0.23,1.77,0.0,0.0,0.22,0.13,0.76
12M 2011,1.01,0.86,0.44,1.66,0.0,0.0,0.42,0.27,0.65
12M 2012,0.77,0.68,0.82,2.2,0.0,0.0,0.8,0.37,1.2
12M 2013,1.05,0.81,1.7,2.91,0.0,0.0,1.64,0.58,1.9
12M 2014,0.47,0.44,2.85,4.42,0.0,0.0,2.81,0.64,3.42
12M 2015,0.63,0.48,12.32,17.76,0.0,0.0,12.24,0.69,16.75
12M 2016,0.49,0.44,135.13,181.43,0.0,0.0,135.01,0.74,180.32
12M 2017,0.13,0.11,-7.2,-9.15,-0.0,0.0,-7.2,0.79,-10.14
12M 2018,0.02,0.01,-3.42,-4.21,-0.0,0.0,-3.41,0.81,-5.21
12M 2019,0.06,0.05,-2.57,-3.25,-0.0,0.0,-2.56,0.79,-4.25
12M 2020,0.1,0.09,-3.36,-3.93,-0.0,0.0,-3.36,0.85,-4.93
12M 2021,0.2,0.2,-7.92,-9.16,-0.0,0.0,-7.79,0.86,-10.16
12M 2022,0.14,0.14,-2.42,-2.25,-0.0,0.0,-2.42,1.08,-3.25
