Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,21 B,(0 B),21 B,21.45
12M 2009,(1 B),(14 B),(15 B),-15.13
12M 2010,(151 B),(7 B),(157 B),-162.60
12M 2011,(73 B),(1 B),(74 B),-76.19
12M 2012,53 B,(210 B),(156 B),-161.38
12M 2013,(226 B),(62 B),(288 B),-297.89
12M 2014,176 B,(266 B),(90 B),-93.00
12M 2015,40 B,(86 B),(46 B),-47.32
12M 2016,77 B,(9 B),68 B,69.74
12M 2017,(10 B),(2 B),(12 B),-11.93
12M 2018,21 B,(8 B),13 B,13.90
12M 2019,(10 B),(0 B),(10 B),-10.18
12M 2020,12 B,,12 B,12.38
12M 2021,(22 B),,(22 B),-4.68
12M 2022,(14 B),,(14 B),-3.09
