Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,255 B,(85 B),170 B,74.35
12M 2009,71 B,(112 B),(41 B),-17.84
12M 2010,213 B,(150 B),63 B,27.81
12M 2011,384 B,(158 B),227 B,83.76
12M 2012,359 B,(171 B),188 B,69.41
12M 2013,(153 B),(272 B),(425 B),-157.05
12M 2014,520 B,(215 B),305 B,112.60
12M 2015,615 B,(181 B),434 B,160.16
12M 2016,245 B,(97 B),148 B,54.75
12M 2017,(204 B),(199 B),(403 B),-148.66
12M 2018,544 B,(128 B),416 B,153.44
12M 2019,249 B,(315 B),(66 B),-24.51
12M 2020,981 B,(210 B),770 B,284.39
12M 2021,405 B,(107 B),297 B,109.82
12M 2022,(30 B),(115 B),(145 B),-53.56
12M 2023,410 B,(172 B),238 B,87.69
12M 2024,660 B,(184 B),476 B,175.74
