Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.91,1.1,0.04,1.88,0.0,0.0,-0.22,0.02,0.88
12M 2009,1.94,1.12,0.05,1.86,0.0,0.0,-0.12,0.02,0.86
12M 2010,1.93,1.13,0.01,1.81,0.0,0.0,-0.12,0.01,0.81
12M 2011,1.98,1.25,0.01,1.8,0.0,0.0,-0.3,0.01,0.79
12M 2012,1.81,1.12,0.03,1.92,0.0,0.0,-0.29,0.02,0.92
12M 2013,1.88,1.05,0.04,1.82,0.0,0.0,-0.09,0.02,0.82
12M 2014,1.98,1.22,0.03,1.74,0.0,0.0,-0.17,0.02,0.74
12M 2015,2.17,1.39,0.04,1.66,0.0,0.0,-0.24,0.02,0.66
12M 2016,2.52,1.62,0.01,1.53,0.0,0.0,-0.25,0.01,0.53
12M 2017,2.8,1.73,0.0,1.45,0.0,0.0,-0.16,0.0,0.45
12M 2018,2.85,1.9,0.0,1.44,0.0,0.0,-0.22,0.0,0.44
12M 2019,2.89,1.92,0.01,1.42,0.0,0.0,-0.16,0.01,0.42
12M 2020,2.98,2.06,0.0,1.41,0.0,0.0,-0.25,0.0,0.41
12M 2021,2.94,1.79,0.0,1.42,0.0,0.0,-0.19,0.0,0.42
12M 2022,2.78,1.64,0.0,1.46,0.0,0.0,-0.14,0.0,0.46
12M 2023,2.6,1.52,0.0,1.51,0.0,0.0,-0.09,0.0,0.5
12M 2024,2.54,1.5,0.01,1.53,0.0,0.0,-0.08,0.01,0.52
