Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,,,0.87
12M 2010,53.12,9.49,16.16,46.45,6.87,,38.47,,1.29,,0.88,,13.1,,1.43
12M 2011,83.91,8.37,9.42,82.86,4.35,4.34,43.6,44.24,0.92,0.9,0.59,0.52,1.62,1.62,4.26
12M 2012,91.74,6.3,9.82,88.22,3.98,3.67,57.91,56.51,0.84,0.83,0.54,0.49,12.88,12.88,1.13
12M 2013,107.01,7.04,7.22,106.83,3.41,2.6,51.86,35.29,0.77,0.73,0.54,0.49,-9.93,-9.93,0.84
12M 2014,163.65,20.19,7.31,176.53,2.23,1.91,18.08,14.33,0.51,0.49,0.38,0.36,-6.74,-6.74,0.81
12M 2015,190.59,26.37,10.99,205.97,1.92,1.64,13.84,14.67,0.49,0.5,0.35,0.35,-18.81,-18.81,0.94
12M 2016,248.77,27.12,11.8,264.09,1.47,1.64,13.46,12.89,0.39,0.4,0.28,0.29,5.98,5.98,1.2
12M 2017,232.07,29.95,4.77,257.25,1.57,1.65,12.19,11.96,0.33,0.34,0.25,0.26,18.24,18.24,1.07
12M 2018,206.66,33.01,4.82,234.85,1.77,1.84,11.06,10.17,0.36,0.38,0.28,0.28,30.98,30.98,1.04
12M 2019,157.31,35.73,8.67,184.37,2.32,2.43,10.21,9.73,0.5,0.53,0.37,0.38,-2.27,-2.27,0.58
12M 2020,94.18,44.39,9.27,129.3,3.88,6.4,8.22,8.17,0.63,0.66,0.45,0.5,-0.9,-0.9,0.3
12M 2021,78.76,50.42,8.63,120.55,4.63,4.31,7.24,6.35,0.66,0.68,0.48,0.48,-0.74,-0.74,0.29
12M 2022,71.74,37.1,7.48,101.36,5.09,4.78,9.84,8.65,0.75,0.77,0.54,0.53,14.34,14.34,1.19
12M 2023,65.16,29.35,10.2,84.31,5.6,5.66,12.43,14.66,0.85,0.86,0.61,0.6,-1.73,-1.73,0.42
12M 2024,69.12,28.08,12.04,85.16,5.28,4.53,13.0,11.93,0.92,0.93,0.65,0.65,-2.53,-2.53,0.5
