Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,1.00 B,8.74,0.00,0.00,,6.10%,7.38%,14.12%,7.78
12M 2011,0.90 B,6.62,45.32,2.69,,3.01%,3.43%,5.03%,5.12
12M 2012,0.90 B,5.77,51.99,2.11,,1.87%,2.94%,6.12%,4.05
12M 2013,1.13 B,5.56,59.35,2.10,,1.69%,3.09%,10.42%,1.93
12M 2014,1.13 B,8.58,59.44,3.90,,2.38%,4.62%,8.15%,1.10
12M 2015,1.13 B,0.81,617.28,3.93,,0.23%,0.44%,10.17%,1.23
12M 2016,1.13 B,1.00,448.00,4.27,,0.26%,0.43%,4.90%,0.99
12M 2017,1.14 B,-33.03,-14.23,5.18,,-9.73%,-16.93%,-6.54%,-1.18
12M 2018,1.14 B,-27.19,-1.84,0.55,3.06 B,-8.52%,-16.16%,-6.44%,-1.88
12M 2019,1.14 B,-31.97,-1.56,0.53,(20.11 B),-16.66%,-74.26%,-21.62%,-17.94
12M 2020,1.14 B,-37.39,-1.52,0.73,(22.09 B),-23.96%,-679.28%,-58.44%,-91.10
12M 2021,1.14 B,-8.31,-8.18,0.93,2.63 B,-5.57%,306.49%,-40.89%,-22.80
12M 2022,1.14 B,2.70,25.93,0.92,(5.25 B),2.01%,119.73%,-21.22%,-31.05
12M 2023,1.14 B,28.51,1.75,0.62,11.69 B,21.74%,89.93%,4.07%,0.43
12M 2024,1.14 B,1.56,16.67,0.31,14.54 B,1.22%,5.42%,10.90%,1.45
