Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.87,0.77,0.56,1.76,0.29,0.16,0.51,0.32,0.74
12M 2010,1.43,1.34,0.12,1.21,0.0,0.0,0.1,0.1,0.21
12M 2011,4.26,4.17,0.1,1.14,0.0,0.0,-0.14,0.09,0.14
12M 2012,1.13,1.11,0.51,1.57,0.0,0.0,0.48,0.32,0.57
12M 2013,0.84,0.81,0.79,1.83,0.0,0.0,0.77,0.43,0.83
12M 2014,0.81,0.75,0.86,1.94,0.0,0.0,0.84,0.44,0.93
12M 2015,0.94,0.89,0.82,1.93,0.0,0.0,0.81,0.43,0.92
12M 2016,1.2,1.14,0.61,1.68,0.0,0.0,0.6,0.37,0.67
12M 2017,1.07,0.96,0.66,1.74,0.0,0.0,0.64,0.38,0.74
12M 2018,1.04,0.95,0.81,1.9,0.0,0.0,0.79,0.43,0.89
12M 2019,0.58,0.47,3.04,4.46,0.0,0.0,2.8,0.68,3.41
12M 2020,0.3,0.23,24.24,28.36,0.0,0.0,23.61,0.85,27.12
12M 2021,0.29,0.24,-50.25,-54.99,-0.0,0.0,-49.3,0.91,-55.6
12M 2022,1.19,1.01,53.34,59.55,0.0,0.0,52.49,0.9,58.16
12M 2023,0.42,0.38,0.67,4.14,0.0,0.0,0.6,0.16,3.12
12M 2024,0.5,0.44,2.95,4.43,0.0,0.0,2.74,0.67,3.42
