Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.43 B,195.33,0.00,0.00,,3.97%,47.96%,465.30%,5.28
12M 2009,8.20 B,-19.39,-6.03,0.58,,-16.38%,-33.52%,-82.66%,-8.39
12M 2010,8.20 B,18.86,8.48,0.77,,14.39%,23.95%,36.96%,19.16
12M 2011,8.20 B,12.16,10.61,0.51,,10.20%,13.37%,18.91%,19.27
12M 2012,8.20 B,5.68,19.01,0.54,,4.00%,5.88%,7.73%,8.62
12M 2013,8.20 B,11.21,7.67,0.50,,7.71%,10.39%,17.81%,12.80
12M 2014,8.20 B,-1.70,-60.59,0.69,,-1.03%,-1.60%,-0.45%,-0.30
12M 2015,8.20 B,-6.73,-8.77,0.53,,-4.66%,-6.86%,-7.70%,-4.84
12M 2016,8.20 B,3.87,29.20,1.22,,2.52%,3.81%,5.32%,4.48
12M 2017,8.20 B,1.25,65.60,0.55,,0.80%,1.22%,4.99%,3.51
12M 2018,9.24 B,-9.50,-9.89,0.56,(88.55 B),-6.49%,-9.80%,-11.19%,-8.51
12M 2019,9.24 B,2.90,21.38,0.31,39.26 B,1.52%,2.92%,2.75%,1.11
12M 2020,9.24 B,-8.42,-13.06,0.76,1.83 B,-4.90%,-9.19%,-1.20%,-0.41
12M 2021,9.24 B,-6.89,-14.51,0.55,(18.25 B),-4.02%,-8.08%,-3.58%,-0.82
12M 2022,9.24 B,29.61,5.10,0.54,375.90 B,12.99%,25.82%,36.10%,9.35
12M 2023,9.24 B,23.04,5.73,0.48,327.98 B,9.56%,16.72%,24.41%,5.69
12M 2024,9.24 B,11.33,8.47,0.34,149.04 B,3.80%,7.72%,8.97%,2.24
