Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.9,0.19,3.22,12.08,0.0,0.0,2.04,0.27,11.08
12M 2009,1.11,0.63,0.0,2.05,0.0,0.0,-0.08,0.0,1.05
12M 2010,1.69,0.36,0.0,1.66,0.0,0.0,-0.01,0.0,0.66
12M 2011,3.02,0.89,0.0,1.31,0.0,0.0,-0.0,0.0,0.31
12M 2012,2.31,1.59,0.0,1.47,0.0,0.0,-0.42,0.0,0.47
12M 2013,2.99,2.5,0.0,1.35,0.0,0.0,-0.25,0.0,0.35
12M 2014,1.41,0.96,0.0,1.56,0.0,0.0,-0.31,0.0,0.56
12M 2015,1.22,0.9,0.0,1.47,0.0,0.0,-0.2,0.0,0.47
12M 2016,1.24,0.82,0.0,1.51,0.0,0.0,-0.23,0.0,0.51
12M 2017,1.15,0.75,0.0,1.52,0.0,0.0,-0.19,0.0,0.52
12M 2018,0.78,0.44,0.0,1.51,0.0,0.0,-0.03,0.0,0.51
12M 2019,0.79,0.3,0.14,1.92,0.0,0.0,0.13,0.07,0.92
12M 2020,0.61,0.2,0.19,1.88,0.0,0.0,0.19,0.1,0.88
12M 2021,0.49,0.26,0.24,2.01,0.0,0.0,0.24,0.12,1.01
12M 2022,0.87,0.6,0.37,1.99,0.0,0.0,0.32,0.19,0.99
12M 2023,1.03,0.78,0.44,1.75,0.0,0.0,0.43,0.25,0.75
12M 2024,1.1,0.93,0.79,2.03,0.0,0.0,0.76,0.39,1.03
