Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,-1.26,,0.14
12M 2009,2.26,24.64,77.02,-50.12,161.47,55.0,14.82,32.92,0.1,0.19,0.1,0.1,-0.74,-0.74,0.03
12M 2010,18.86,7.37,104.16,-77.93,19.35,17.76,49.53,139.03,0.08,0.09,0.08,0.08,-0.93,-0.93,0.35
12M 2011,55.58,39.86,149.57,-54.13,6.57,26.17,9.16,5.55,0.04,0.04,0.03,0.03,-1.26,-1.26,0.64
12M 2012,8.97,37.44,47.15,-0.74,40.68,40.68,9.75,6.81,0.06,0.06,0.06,0.06,2.22,2.22,2.3
12M 2013,40.06,115.81,107.4,48.47,9.11,10.46,3.15,3.74,0.02,0.02,0.02,0.02,0.55,0.55,1.39
12M 2014,189.68,157.38,210.73,136.33,1.92,1.95,2.32,1.99,0.04,0.04,0.03,0.03,0.61,0.61,1.79
12M 2015,88.34,117.14,87.0,118.48,4.13,3.3,3.12,1.93,0.21,0.21,0.18,0.17,-3.13,-3.13,0.8
12M 2016,166.89,154.78,157.66,164.01,2.19,2.86,2.36,5.05,0.14,0.15,0.12,0.13,-0.57,-0.57,0.36
12M 2017,157.76,53.02,169.35,41.43,2.31,2.28,6.88,8.28,0.13,0.13,0.12,0.12,-0.68,-0.68,0.34
12M 2018,3753.87,66.34,389.92,3430.29,0.1,1.62,5.5,6.53,,,,,,,0.05
