Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.14,0.04,0.92,2.23,0.0,0.0,0.91,0.41,1.23
12M 2009,0.03,0.02,0.78,2.1,0.0,0.0,0.78,0.37,1.09
12M 2010,0.35,0.34,0.02,1.24,0.0,0.0,-0.02,0.02,0.24
12M 2011,0.64,0.53,0.0,1.1,0.0,0.0,-0.03,0.0,0.1
12M 2012,2.3,2.05,0.0,1.04,0.0,0.0,-0.02,0.0,0.04
12M 2013,1.39,1.33,0.08,1.14,0.0,0.0,0.08,0.07,0.14
12M 2014,1.79,1.56,0.81,1.92,0.0,0.0,0.78,0.42,0.92
12M 2015,0.8,0.48,0.99,2.79,0.0,0.0,0.98,0.35,1.79
12M 2016,0.36,0.27,1.69,3.01,0.0,0.0,1.69,0.56,2.01
12M 2017,0.34,0.3,2.37,4.0,0.0,0.0,2.36,0.59,3.0
12M 2018,0.05,0.05,4.38,6.24,0.0,0.0,4.37,0.7,5.24
