Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.86 B,-25.34,-13.93,8.49,,-8.70%,-19.42%,-6.94%,
12M 2009,3.86 B,5.27,62.24,11.62,,1.85%,3.88%,-3.61%,
12M 2010,7.91 B,-61.53,-1.58,10.06,,-61.93%,-76.74%,-2.12%,-10.55
12M 2011,8.69 B,-2.14,-23.36,17.14,,-2.50%,-2.76%,-4.40%,-229.37
12M 2012,8.69 B,4.21,11.88,9.73,,4.94%,5.14%,5.01%,772.33
12M 2013,8.69 B,-2.79,-17.92,36.60,,-3.07%,-3.49%,-3.50%,-9.19
12M 2014,8.69 B,-2.02,-24.75,12.51,,-1.35%,-2.59%,-1.23%,-1.00
12M 2015,8.69 B,-17.93,-2.79,1.80,,-10.70%,-29.88%,-7.27%,-1.69
12M 2016,8.69 B,-11.83,-4.23,2.69,,-8.13%,-24.52%,-2.95%,-0.50
12M 2017,8.69 B,-14.47,-3.46,3.02,,-10.73%,-42.89%,-6.34%,-1.02
12M 2018,8.69 B,-14.36,-3.48,151.28,(66.01 B),-11.78%,-73.53%,-17.10%,-10.23
