Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,1.27
12M 2011,39.16,24.41,48.49,15.08,9.32,21.07,14.95,30.98,5.13,10.03,2.63,5.49,31.43,31.43,1.24
12M 2012,37.78,20.75,47.03,11.5,9.66,8.73,17.59,19.36,5.54,5.62,,2.67,17.9,17.9,1.37
12M 2013,35.88,19.49,44.36,11.01,10.17,9.83,18.73,16.7,6.02,5.76,,2.62,12.66,12.66,1.69
12M 2014,44.66,39.09,57.75,26.0,8.17,9.72,9.34,10.58,3.32,3.52,1.59,1.67,5.47,5.47,2.61
12M 2015,34.74,49.42,43.89,40.27,10.51,8.99,7.39,6.25,2.71,2.56,1.37,1.26,4.48,4.48,2.64
12M 2016,41.81,56.91,46.16,52.56,8.73,7.52,6.41,6.89,2.45,2.51,,1.26,4.12,4.12,2.58
12M 2017,41.21,50.05,40.74,50.52,8.86,9.71,7.29,7.35,2.32,2.14,1.28,1.26,6.16,6.16,2.16
12M 2018,52.5,60.0,102.43,10.07,6.95,3.52,6.08,2.8,7.17,5.9,2.16,1.22,23.32,23.32,1.08
12M 2019,73.59,84.78,142.03,16.34,4.96,8.87,4.31,4.58,4.29,3.97,1.46,1.69,26.85,26.85,1.2
12M 2020,55.75,70.74,88.46,38.03,6.55,5.82,5.16,7.09,1.75,1.68,1.04,1.03,,7.52,1.89
12M 2021,53.8,49.57,68.64,34.73,6.78,6.15,7.36,5.97,1.74,1.62,1.06,0.96,11.71,11.71,1.24
12M 2022,57.71,68.88,80.34,46.25,6.32,9.82,5.3,5.55,1.47,1.45,0.88,0.92,4.61,4.61,2.33
12M 2023,35.12,62.09,40.65,56.56,10.39,9.13,5.88,6.87,1.35,1.33,0.83,0.81,3.36,3.36,3.01
12M 2024,32.33,54.55,39.94,46.94,11.29,9.35,6.69,7.02,1.31,1.31,0.8,0.8,3.39,3.39,2.67
