Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,1.27,0.85,0.01,1.74,0.01,0.0,-0.04,0.0,0.74
12M 2011,1.24,0.76,0.0,1.62,0.0,0.0,-0.01,0.0,0.62
12M 2012,1.37,1.03,0.0,1.72,0.0,0.0,-0.15,0.0,0.72
12M 2013,1.69,1.2,0.0,1.53,0.0,0.0,-0.05,0.0,0.53
12M 2014,2.61,1.7,0.0,1.34,0.0,0.0,-0.01,0.0,0.34
12M 2015,2.64,1.66,0.0,1.29,0.0,0.0,-0.03,0.0,0.29
12M 2016,2.58,1.67,0.0,1.31,0.0,0.0,-0.04,0.0,0.31
12M 2017,2.16,1.36,0.01,1.33,0.0,0.0,-0.02,0.01,0.33
12M 2018,1.08,0.55,0.17,4.13,0.0,0.0,0.06,0.04,3.13
12M 2019,1.2,0.6,0.41,2.29,0.0,0.0,0.39,0.18,1.29
12M 2020,1.89,1.3,0.3,1.57,0.0,0.0,0.2,0.19,0.57
12M 2021,1.24,0.81,0.32,1.93,0.0,0.0,0.19,0.17,0.93
12M 2022,2.33,1.44,0.26,1.48,0.0,0.0,0.13,0.18,0.48
12M 2023,3.01,2.26,0.23,1.4,0.0,0.0,0.06,0.16,0.4
12M 2024,2.67,1.95,0.17,1.36,0.0,0.0,-0.03,0.13,0.36
