Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.77 B,-5.33,-15.76,0.07,,-1.22%,-1.97%,-2.85%,-65.35
12M 2012,1.77 B,5.35,18.50,0.08,,1.06%,1.83%,1.38%,11.37
12M 2013,1.77 B,9.82,8.25,0.06,,1.81%,2.77%,0.92%,11.93
12M 2014,1.77 B,-18.68,-4.50,0.11,,-4.07%,-5.45%,-5.85%,-99.18
12M 2015,1.77 B,0.82,95.12,0.12,,0.17%,0.21%,-5.82%,-219.97
12M 2016,1.77 B,9.05,6.63,0.10,,1.81%,2.37%,3.45%,147.92
12M 2017,1.77 B,3.72,50.00,0.29,,0.72%,0.96%,-0.21%,-9.50
12M 2018,1.77 B,96.53,20.60,0.64,332.02 B,4.11%,16.96%,23.04%,44.00
12M 2019,5.31 B,2.40,111.67,0.30,144.63 B,0.57%,1.30%,2.17%,1.89
12M 2020,5.31 B,13.26,17.50,0.58,233.47 B,3.85%,6.04%,6.55%,4.43
12M 2021,5.31 B,15.68,14.92,0.54,266.21 B,3.37%,6.50%,6.63%,4.89
12M 2022,5.31 B,27.78,6.91,0.49,388.50 B,6.41%,9.50%,10.48%,9.77
12M 2023,5.31 B,32.06,7.61,0.67,430.58 B,7.25%,10.14%,10.42%,9.92
12M 2024,5.31 B,23.75,8.29,0.54,411.53 B,5.00%,6.78%,8.29%,8.48
