Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.32,,8.62,,0.17,,0.16,-11.69,-11.69,0.77
12M 2009,31.33,30.33,76.38,-14.72,11.65,12.42,12.04,18.52,0.15,0.15,0.14,0.15,-2.23,-2.23,0.33
12M 2010,30.17,13.03,60.61,-17.41,12.1,10.59,28.01,43.09,0.19,0.2,0.18,0.18,-78.4,-78.4,0.98
12M 2011,48.33,6.68,33.42,21.59,7.55,7.23,54.65,54.75,0.25,0.25,0.23,0.24,16.78,16.78,1.22
12M 2012,75.03,6.45,20.28,61.2,4.86,5.15,56.58,55.96,0.19,0.19,0.17,0.17,7.95,7.95,1.22
12M 2013,55.13,5.18,16.13,44.18,6.62,6.33,70.42,72.69,0.24,0.24,0.22,0.22,-14.96,-14.96,0.83
12M 2014,67.92,4.13,23.2,48.85,5.37,4.94,88.29,94.41,0.26,0.26,0.23,0.24,-8.84,-8.84,0.77
12M 2015,98.86,3.18,28.67,73.37,3.69,3.31,114.69,134.81,0.26,0.26,0.23,0.24,-6.72,-6.72,0.73
12M 2016,149.19,3.42,25.02,127.59,2.45,2.17,106.67,122.41,0.24,0.25,0.22,0.22,-60.68,-60.68,0.97
12M 2017,171.74,3.17,14.83,160.08,2.13,1.91,115.04,125.96,0.27,0.27,0.24,0.24,94.45,94.45,1.02
12M 2018,336.45,2.41,21.66,317.2,1.08,1.05,151.5,210.55,0.16,0.16,0.14,0.14,-1.2,-1.2,0.55
12M 2019,509.42,0.93,29.64,480.71,0.72,0.78,391.42,,0.11,0.11,0.02,0.01,0.01,0.01,6.62
