Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,1.00 B,22.51,0.00,0.00,,6.58%,17.70%,14.04%,
12M 2013,1.25 B,7.40,0.00,0.00,,2.39%,6.78%,1.38%,
12M 2014,1.40 B,17.19,31.41,3.04,,4.68%,11.96%,3.08%,
12M 2015,1.44 B,6.36,189.47,8.44,,1.64%,4.07%,1.34%,
12M 2016,7.23 B,5.77,85.96,18.23,,6.76%,15.49%,7.61%,
12M 2017,8.96 B,5.89,151.10,39.02,,6.14%,11.59%,7.29%,
12M 2018,8.96 B,7.71,90.79,28.98,75.62 B,7.12%,13.30%,7.85%,
12M 2019,8.96 B,1.05,1223.81,62.90,10.93 B,0.96%,1.77%,0.85%,
12M 2020,8.96 B,-9.88,-100.20,52.80,(99.24 B),-8.93%,-19.96%,-10.47%,
12M 2021,8.96 B,2.18,122.94,8.61,16.32 B,1.99%,4.22%,1.18%,
12M 2022,8.96 B,-9.64,-10.89,3.88,(88.11 B),-8.12%,-22.90%,-8.97%,
12M 2023,8.96 B,0.84,59.52,1.14,18.39 B,0.79%,1.96%,1.33%,
12M 2024,8.96 B,0.79,13.92,0.26,13.06 B,0.64%,1.81%,0.86%,
