Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2012,10 B,(20 B),(9 B),-9.46
12M 2013,(11 B),(21 B),(32 B),-25.74
12M 2014,(10 B),(2 B),(12 B),-8.73
12M 2015,4 B,(1 B),3 B,1.85
12M 2016,(40 B),(0 B),(40 B),-5.56
12M 2017,(37 B),(0 B),(37 B),-4.15
12M 2018,(15 B),(0 B),(15 B),-1.73
12M 2019,(7 B),(2 B),(9 B),-0.95
12M 2020,(173 B),(0 B),(173 B),-19.31
12M 2021,4 B,(1 B),3 B,0.34
12M 2022,98 B,(3 B),95 B,10.63
12M 2023,(63 B),(1 B),(64 B),-7.14
12M 2024,(41 B),(1 B),(41 B),-4.62
