Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,,,0.0
12M 2013,,,,,,,,,6.38,10.2,0.47,0.89,,,0.0
12M 2014,,,,,,,,,7.33,7.17,0.55,0.5,,,0.0
12M 2015,,,,,,,,,6.35,6.64,0.38,0.39,,,0.0
12M 2016,,,,,,,,,6.85,7.21,0.33,0.33,,,0.0
12M 2017,,,,,,,,,8.03,8.4,0.28,0.26,,,0.0
12M 2018,,,,,,,,,9.48,9.88,0.24,0.23,,,0.0
12M 2019,,,,,,,,,7.92,7.42,0.19,0.19,,,0.0
12M 2020,,,,,,,,,6.91,7.06,0.17,0.17,,,0.0
12M 2021,,,,,,,,,11.11,11.48,0.28,0.29,,,0.0
12M 2022,,,,,,,,,9.46,9.31,0.24,0.22,,,0.0
12M 2023,,,,,,,,,16.98,17.65,0.39,0.39,,,0.0
12M 2024,,,,,,,,,12.07,8.51,0.37,0.35,,,0.0
