Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,,,0.0
12M 2009,28.0,31.58,47.48,12.1,13.04,6.74,11.56,4.38,22.28,11.17,3.09,1.54,5.51,5.51,1.54
12M 2010,52.23,75.36,111.49,16.1,6.99,6.22,4.84,3.72,10.59,10.6,1.43,1.38,5.06,5.06,1.55
12M 2011,42.54,79.73,118.02,4.25,8.58,5.2,4.58,3.86,5.47,3.51,1.3,1.05,4.87,4.87,1.54
12M 2012,61.92,82.15,124.49,19.58,5.89,4.11,4.44,4.27,3.39,3.44,1.0,0.98,2.84,2.84,2.1
12M 2013,69.91,72.6,100.82,41.69,5.22,4.72,5.03,3.9,3.78,3.65,1.08,1.04,7.52,7.52,1.27
12M 2014,62.07,77.31,109.14,30.24,5.88,4.76,4.72,4.48,3.62,3.57,1.09,1.08,7.58,7.58,1.3
12M 2015,44.19,72.99,124.41,-7.23,8.26,6.48,5.0,4.35,4.09,4.09,1.17,1.12,7.32,7.32,1.26
12M 2016,44.82,80.85,113.34,12.33,8.14,6.04,4.51,4.14,4.06,3.98,1.15,1.17,11.27,11.27,1.21
12M 2017,44.27,74.04,90.67,27.64,8.24,7.7,4.93,4.58,3.57,3.31,1.12,1.09,43.28,43.28,1.04
12M 2018,40.25,65.56,83.49,22.32,9.07,7.75,5.57,4.63,3.24,3.22,1.07,1.07,39.57,39.57,1.05
12M 2019,52.52,59.85,72.96,39.41,6.95,6.05,6.1,6.58,2.81,2.86,0.96,1.0,3.5,3.5,1.88
12M 2020,83.0,40.65,115.52,8.13,4.4,3.88,8.98,7.36,3.71,3.74,1.11,1.07,5.76,5.76,1.36
12M 2021,59.07,35.64,87.24,7.47,6.18,6.5,10.24,6.27,6.35,6.36,1.56,1.33,7.92,7.92,1.35
12M 2022,88.15,84.06,159.27,12.94,4.14,5.04,4.34,4.57,2.53,2.53,0.65,0.68,-9.4,-9.4,0.88
12M 2023,82.11,83.05,271.9,-106.74,4.45,5.02,4.39,4.41,1.24,1.25,0.46,0.47,-0.51,-0.51,0.16
12M 2024,92.02,73.08,727.34,-562.24,3.97,4.23,4.99,5.19,0.54,0.55,0.31,0.31,-0.15,-0.15,0.09
