Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2015,4.87,1605.98,4.87,1605.98,,,,,
12M 2016,2.79,1921.85,2.79,1921.85,,,,,
12M 2017,1.53,2620.62,1.53,2620.62,,,,,
12M 2018,1.87,2724.02,1.87,2724.02,,,,,
12M 2019,1.39,3080.56,1.39,3080.56,,,,,
12M 2020,1.39,3390.94,1.39,3390.94,,,,,
12M 2021,1.58,2670.99,1.58,2670.99,,,,,
12M 2022,1.60,2697.93,1.60,2697.93,,,,,
12M 2023,0.74,2794.50,0.74,2794.50,,,,,
12M 2024,0.32,2806.54,0.32,2806.54,,,,,
