Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.39 B,348.92,22.40,3.61,,9.42%,21.73%,20.18%,
12M 2016,0.39 B,375.52,14.27,2.03,,7.95%,19.54%,7.95%,
12M 2017,0.52 B,311.08,12.86,1.80,,5.59%,11.87%,8.19%,
12M 2018,0.52 B,272.05,18.75,2.03,165.61 B,4.11%,9.99%,5.07%,
12M 2019,0.52 B,346.24,12.36,1.38,201.69 B,4.58%,11.24%,5.30%,
12M 2020,0.52 B,203.14,23.14,1.48,124.39 B,2.50%,5.99%,2.90%,
12M 2021,0.52 B,-562.08,-7.53,1.29,(293.18 B),-7.31%,-21.04%,-7.32%,
12M 2022,0.52 B,72.59,59.37,1.28,44.33 B,0.88%,2.69%,0.94%,
12M 2023,0.52 B,118.50,17.55,0.55,72.38 B,1.29%,4.24%,1.47%,
12M 2024,0.52 B,98.13,9.27,0.22,43.61 B,1.02%,3.50%,0.77%,
