Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.11 B,12.16,11.35,0.09,,1.65%,6.64%,2.46%,84.48
12M 2009,0.11 B,5.95,19.50,0.06,,0.36%,3.15%,12.46%,887.36
12M 2010,0.11 B,4.18,32.54,0.06,,0.31%,2.16%,5.39%,
12M 2011,0.11 B,5.16,49.61,0.12,,0.35%,2.60%,2.64%,
12M 2012,0.11 B,4.73,50.74,0.10,,1.14%,2.33%,-0.87%,
12M 2013,0.11 B,16.72,68.18,1.22,,7.46%,7.61%,-3.63%,
12M 2014,0.11 B,-18.08,-20.80,1.52,,-8.58%,-8.96%,-10.78%,
12M 2015,0.11 B,-19.69,-21.33,302.95,,-10.34%,-10.80%,-13.56%,-871.32
12M 2016,0.22 B,-15.81,-11.39,85.19,,-20.45%,-20.94%,-11.75%,-701.98
12M 2017,0.22 B,-7.34,-33.79,20.84,,-10.69%,-10.78%,-8.16%,-363.18
12M 2018,0.22 B,-2.90,-62.07,0.00,(0.62 B),-3.63%,-4.44%,-4.15%,-960.32
12M 2019,0.22 B,-3.17,-56.78,0.00,(0.70 B),-3.98%,-5.11%,-4.72%,-1691.14
12M 2020,0.22 B,-3.92,-37.76,6.90,(0.84 B),-4.15%,-6.76%,-5.31%,-481.18
12M 2021,0.22 B,11.89,33.81,2.30,,11.11%,16.99%,12.79%,
12M 2022,0.22 B,0.86,239.53,1.39,,0.65%,1.22%,5.62%,
12M 2023,0.22 B,-62.54,-13.75,19.39,(1.54 B),-354.00%,-755.84%,-15.27%,
12M 2024,0.22 B,-6.73,-50.82,286.63,(1.48 B),-38.27%,-437.17%,-76.34%,
