Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.33,1.33,0.0,4.04,0.0,0.0,-0.0,0.0,3.04
12M 2009,1.13,1.13,0.0,8.78,0.0,0.0,-0.0,0.0,7.78
12M 2010,1.17,1.17,0.0,6.88,0.0,0.0,-0.01,0.0,5.88
12M 2011,1.16,1.16,0.0,7.49,0.0,0.0,-0.0,0.0,6.49
12M 2012,2.0,2.0,0.0,2.05,0.0,0.0,-0.01,0.0,1.05
12M 2013,51.4,51.4,0.0,1.02,0.0,0.0,-0.0,0.0,0.02
12M 2014,72.22,72.22,0.02,1.05,0.0,0.0,0.02,0.02,0.05
12M 2015,39.33,39.33,0.0,1.04,0.0,0.0,-0.15,0.0,0.04
12M 2016,47.0,47.0,0.0,1.02,0.0,0.0,-0.7,0.0,0.02
12M 2017,118.22,118.22,0.0,1.01,0.0,0.0,-0.0,0.0,0.01
12M 2018,6.78,6.78,0.0,1.22,0.0,0.0,-0.0,0.0,0.22
12M 2019,5.91,5.91,0.0,1.29,0.0,0.0,-0.0,0.0,0.29
12M 2020,0.87,0.87,0.0,1.63,0.0,0.0,-0.01,0.0,0.63
12M 2021,1.19,1.19,0.0,1.53,0.0,0.0,-0.05,0.0,0.53
12M 2022,1.06,1.06,0.0,1.88,0.0,0.0,-0.12,0.0,0.88
12M 2023,0.01,0.01,0.0,2.14,0.0,0.0,-0.0,0.0,1.14
12M 2024,0.01,0.01,0.0,11.42,0.0,0.0,-0.03,0.0,10.42
