Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.76,,35.14,,2.62,,1.23,12.32,12.32,1.22
12M 2009,106.77,13.45,128.95,-8.73,3.42,5.14,27.13,29.9,1.66,1.54,0.85,0.85,8.22,8.22,1.34
12M 2010,60.66,13.57,89.45,-15.22,6.02,6.33,26.9,24.87,1.46,1.44,0.88,0.87,77.16,77.16,1.04
12M 2011,56.77,13.68,96.16,-25.71,6.43,5.52,26.67,22.95,1.33,1.19,0.88,0.79,-36.23,-36.23,0.94
12M 2012,60.74,10.32,73.75,-2.69,6.01,4.3,35.35,34.37,1.32,1.12,0.87,0.72,9.71,9.71,1.32
12M 2013,79.51,7.22,60.06,26.67,4.59,4.08,50.54,51.65,1.25,1.19,0.78,0.65,5.35,5.35,1.55
12M 2014,87.97,6.27,57.03,37.21,4.15,5.45,58.23,50.22,1.2,1.26,0.72,0.74,5.02,5.02,1.64
12M 2015,108.17,9.45,69.4,48.22,3.37,3.71,38.61,38.93,0.77,0.71,0.47,0.45,4.0,4.0,1.55
12M 2016,91.03,10.04,71.97,29.1,4.01,4.12,36.35,33.68,0.81,0.88,0.5,0.53,2.62,2.62,2.16
12M 2017,90.1,10.31,86.21,14.2,4.05,3.82,35.41,27.66,1.04,1.02,0.62,0.6,4.03,4.03,1.65
12M 2018,77.5,7.49,72.64,12.35,4.71,3.83,48.75,49.39,1.68,1.54,0.95,0.84,4.48,4.48,1.69
12M 2019,88.71,7.25,71.39,24.57,4.11,3.9,50.31,59.25,1.56,1.53,0.86,0.85,6.4,6.4,1.52
12M 2020,93.39,7.11,63.04,37.46,3.91,4.74,51.35,61.89,1.31,1.48,0.66,0.66,4.07,4.07,1.64
12M 2021,72.24,7.07,54.79,24.52,5.05,4.77,51.65,45.76,1.82,1.8,0.79,0.79,6.47,6.47,1.38
12M 2022,75.81,13.48,90.74,-1.45,4.81,4.7,27.09,18.88,2.05,1.97,0.84,0.79,12.72,12.72,1.16
12M 2023,82.28,14.13,96.81,-0.4,4.44,4.14,25.83,23.41,2.45,2.49,0.86,0.79,13.05,13.05,1.16
12M 2024,83.77,11.67,78.57,16.87,4.36,3.85,31.28,30.45,2.46,2.46,0.87,0.86,5.3,5.3,1.56
