Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.92,421.77,0.92,421.77,,,,,
12M 2009,0.84,604.22,0.84,604.22,,,,,
12M 2010,1.31,879.87,1.31,879.87,,,,,
12M 2011,1.20,1079.17,1.20,1079.17,,,,,
12M 2012,2.46,1299.84,2.46,1299.84,,,,,
12M 2013,2.86,1400.11,2.86,1400.11,,,,,
12M 2014,2.79,1781.61,2.79,1781.61,,,,,
12M 2015,2.88,1423.43,2.88,1423.43,,,,,
12M 2016,2.30,1706.94,2.30,1706.94,,,,,
12M 2017,1.13,1772.41,1.13,1772.41,,,,,
12M 2018,0.82,1772.46,0.82,1772.46,,,,,
12M 2019,0.77,1850.27,0.77,1850.27,,,,,
12M 2020,0.69,1869.21,0.69,1869.21,,,,,
12M 2021,0.64,1981.31,0.64,1981.31,,,,,
12M 2022,0.88,2172.47,0.88,2172.47,,,,,
12M 2023,0.76,2115.67,0.76,2115.67,,,,,
12M 2024,0.77,2095.26,0.77,2095.26,,,,,
